Episode,Reward,Steps,Reason
14790,26.60,15,FALL
14791,44.60,21,FALL
14792,35.08,16,FALL
14793,56.95,24,FALL
14794,14.85,10,FALL
14795,18.48,12,FALL
14796,10.69,10,FALL
14797,81.64,32,FALL
14798,34.94,17,FALL
14799,46.17,21,FALL
14800,53.72,24,FALL
14801,30.52,15,FALL
14802,20.61,12,FALL
14803,29.63,16,FALL
14804,0.50,5,FALL
14805,29.37,16,FALL
14806,51.25,22,FALL
14807,34.95,17,FALL
14808,5.16,7,FALL
14809,119.56,46,FALL
14810,26.49,14,FALL
14811,28.67,15,FALL
14812,27.74,15,FALL
14813,19.08,12,FALL
14814,22.30,13,FALL
14815,32.64,17,FALL
14816,31.53,16,FALL
14817,14.51,10,FALL
14818,36.12,17,FALL
14819,25.80,14,FALL
14820,23.65,13,FALL
14821,52.20,23,FALL
14822,34.12,16,FALL
14823,8.93,8,FALL
14824,33.80,16,FALL
14825,15.07,10,FALL
14826,27.54,15,FALL
14827,16.24,10,FALL
14828,32.70,16,FALL
14829,18.76,12,FALL
14830,23.72,14,FALL
14831,6.44,8,FALL
14832,0.41,5,FALL
14833,10.58,9,FALL
14834,33.16,16,FALL
14835,37.57,18,FALL
14836,50.62,23,FALL
14837,28.74,15,FALL
14838,76.78,30,FALL
14839,48.56,21,FALL
14840,34.96,17,FALL
14841,14.54,10,FALL
14842,32.83,16,FALL
14843,13.01,12,FALL
14844,3.61,6,FALL
14845,12.35,10,FALL
14846,31.91,16,FALL
14847,12.43,10,FALL
14848,24.38,14,FALL
14849,15.97,10,FALL
14850,39.07,17,FALL
14851,72.88,31,FALL
14852,25.98,15,FALL
14853,22.34,13,FALL
14854,24.94,14,FALL
14855,3.66,6,FALL
14856,32.22,17,FALL
14857,38.34,18,FALL
14858,31.72,16,FALL
14859,24.28,13,FALL
14860,12.87,10,FALL
14861,31.54,16,FALL
14862,0.90,6,FALL
14863,-0.64,5,FALL
14864,29.01,15,FALL
14865,7.21,7,FALL
14866,39.59,18,FALL
14867,12.65,9,FALL
14868,37.00,17,FALL
14869,29.75,15,FALL
14870,23.16,13,FALL
14871,41.46,18,FALL
14872,38.29,18,FALL
14873,32.05,16,FALL
14874,27.60,15,FALL
14875,18.46,12,FALL
14876,28.56,15,FALL
14877,31.00,16,FALL
14878,29.86,15,FALL
14879,35.26,17,FALL
14880,36.51,18,FALL
14881,27.30,15,FALL
14882,32.54,16,FALL
14883,32.05,17,FALL
14884,15.83,12,FALL
14885,-3.40,4,FALL
14886,30.35,15,FALL
14887,2.18,6,FALL
14888,12.92,11,FALL
14889,19.28,12,FALL
14890,24.06,14,FALL
14891,42.97,19,FALL
14892,32.48,16,FALL
14893,-1.36,5,FALL
14894,67.39,28,FALL
14895,52.88,22,FALL
14896,16.30,11,FALL
14897,32.07,16,FALL
14898,29.41,14,FALL
14899,58.72,23,FALL
14900,69.08,27,FALL
14901,36.52,17,FALL
14902,46.56,20,FALL
14903,16.75,11,FALL
14904,17.80,11,FALL
14905,26.60,15,FALL
14906,46.50,21,FALL
14907,56.52,25,FALL
14908,13.95,9,FALL
14909,28.32,15,FALL
14910,8.24,8,FALL
14911,29.48,16,FALL
14912,8.73,8,FALL
14913,45.59,20,FALL
14914,23.35,13,FALL
14915,51.67,23,FALL
14916,29.15,15,FALL
14917,27.14,15,FALL
14918,26.51,15,FALL
14919,14.37,10,FALL
14920,7.16,7,FALL
14921,36.50,18,FALL
14922,32.61,17,FALL
14923,29.62,16,FALL
14924,14.01,11,FALL
14925,26.55,15,FALL
14926,-2.31,4,FALL
14927,12.52,9,FALL
14928,29.57,15,FALL
14929,54.81,23,FALL
14930,-3.10,4,FALL
14931,14.21,10,FALL
14932,27.07,14,FALL
14933,7.96,8,FALL
14934,28.30,14,FALL
14935,34.65,17,FALL
14936,14.42,11,FALL
14937,21.03,12,FALL
14938,33.16,17,FALL
14939,125.19,46,FALL
14940,18.73,14,FALL
14941,32.99,16,FALL
14942,32.12,17,FALL
14943,91.57,35,FALL
14944,17.05,11,FALL
14945,4.87,8,FALL
14946,22.45,13,FALL
14947,13.34,10,FALL
14948,14.95,10,FALL
14949,33.19,16,FALL
14950,12.92,10,FALL
14951,11.53,9,FALL
14952,93.79,37,FALL
14953,83.24,33,FALL
14954,14.44,10,FALL
14955,16.60,11,FALL
14956,0.65,6,FALL
14957,35.02,17,FALL
14958,29.07,15,FALL
14959,120.55,45,FALL
14960,34.54,16,FALL
14961,35.03,17,FALL
14962,21.37,13,FALL
14963,32.34,16,FALL
14964,17.95,11,FALL
14965,29.99,15,FALL
14966,-0.38,5,FALL
14967,11.31,9,FALL
14968,-0.80,5,FALL
14969,6.43,7,FALL
14970,36.36,18,FALL
14971,119.06,45,FALL
14972,3.68,7,FALL
14973,26.45,15,FALL
14974,47.86,20,FALL
14975,34.35,17,FALL
14976,7.62,7,FALL
14977,32.47,16,FALL
14978,8.20,7,FALL
14979,6.25,7,FALL
14980,38.78,18,FALL
14981,45.80,20,FALL
14982,48.78,20,FALL
14983,11.94,9,FALL
14984,5.44,7,FALL
14985,12.73,10,FALL
14986,5.46,7,FALL
14987,12.26,9,FALL
14988,-3.00,4,FALL
14989,38.10,18,FALL
14990,24.97,14,FALL
14991,40.83,19,FALL
14992,5.71,7,FALL
14993,21.82,12,FALL
14994,31.51,16,FALL
14995,28.35,15,FALL
14996,51.73,23,FALL
14997,27.96,15,FALL
14998,-1.28,4,FALL
14999,66.70,26,FALL
15000,24.78,14,FALL
15001,23.43,13,FALL
15002,33.56,17,FALL
15003,-2.53,4,FALL
15004,29.36,15,FALL
15005,19.34,12,FALL
15006,23.11,13,FALL
15007,25.52,14,FALL
15008,13.57,9,FALL
15009,23.01,13,FALL
15010,32.66,16,FALL
15011,53.72,23,FALL
15012,57.44,24,FALL
15013,21.98,12,FALL
15014,28.26,15,FALL
15015,39.97,18,FALL
15016,6.69,7,FALL
15017,55.84,23,FALL
15018,112.36,45,FALL
15019,9.96,9,FALL
15020,35.19,17,FALL
15021,32.02,16,FALL
15022,18.90,12,FALL
15023,33.98,17,FALL
15024,10.21,9,FALL
15025,30.91,16,FALL
15026,47.68,20,FALL
15027,29.17,16,FALL
15028,34.41,16,FALL
15029,31.61,16,FALL
15030,49.21,21,FALL
15031,-3.19,4,FALL
15032,7.27,7,FALL
15033,20.57,13,FALL
15034,-0.36,5,FALL
15035,3.95,6,FALL
15036,23.36,13,FALL
15037,-2.75,4,FALL
15038,22.05,13,FALL
15039,-3.92,4,FALL
15040,32.45,16,FALL
15041,131.04,49,FALL
15042,15.97,11,FALL
15043,43.88,19,FALL
15044,32.79,16,FALL
15045,27.53,14,FALL
15046,27.18,14,FALL
15047,35.22,17,FALL
15048,33.06,16,FALL
15049,31.16,16,FALL
15050,18.24,11,FALL
15051,18.28,12,FALL
15052,-3.80,4,FALL
15053,32.95,16,FALL
15054,69.23,29,FALL
15055,6.75,7,FALL
15056,33.82,16,FALL
15057,32.16,16,FALL
15058,32.36,16,FALL
15059,28.56,15,FALL
15060,16.79,11,FALL
15061,29.28,15,FALL
15062,2.07,6,FALL
15063,37.46,18,FALL
15064,28.99,15,FALL
15065,30.88,16,FALL
15066,14.63,11,FALL
15067,-0.47,5,FALL
15068,42.21,19,FALL
15069,9.39,8,FALL
15070,-0.49,5,FALL
15071,27.51,15,FALL
15072,27.42,15,FALL
15073,30.16,15,FALL
15074,123.71,46,FALL
15075,5.78,7,FALL
15076,34.58,17,FALL
15077,34.04,16,FALL
15078,28.41,15,FALL
15079,28.56,15,FALL
15080,32.68,16,FALL
15081,14.30,10,FALL
15082,63.23,25,FALL
15083,85.79,35,FALL
15084,22.36,13,FALL
15085,16.99,11,FALL
15086,47.51,20,FALL
15087,31.02,16,FALL
15088,34.36,17,FALL
15089,14.73,10,FALL
15090,37.67,18,FALL
15091,34.07,16,FALL
15092,12.81,10,FALL
15093,6.66,6,FALL
15094,29.32,15,FALL
15095,30.39,16,FALL
15096,8.76,8,FALL
15097,53.11,23,FALL
15098,40.03,19,FALL
15099,33.97,17,FALL
15100,-3.08,4,FALL
15101,-0.18,6,FALL
15102,1.78,6,FALL
15103,39.57,18,FALL
15104,15.66,11,FALL
15105,13.02,10,FALL
15106,14.47,10,FALL
15107,5.08,7,FALL
15108,38.65,18,FALL
15109,12.14,10,FALL
15110,3.87,6,FALL
15111,59.94,25,FALL
15112,33.32,16,FALL
15113,27.68,15,FALL
15114,22.33,12,FALL
15115,118.89,45,FALL
15116,29.45,15,FALL
15117,30.33,16,FALL
15118,27.93,15,FALL
15119,127.41,48,FALL
15120,30.05,15,FALL
15121,10.93,8,FALL
15122,23.43,13,FALL
15123,9.49,8,FALL
15124,20.52,13,FALL
15125,32.69,16,FALL
15126,31.43,17,FALL
15127,20.32,11,FALL
15128,32.26,16,FALL
15129,12.67,10,FALL
15130,36.38,18,FALL
15131,17.34,10,FALL
15132,6.54,7,FALL
15133,6.41,8,FALL
15134,31.98,16,FALL
15135,83.89,32,FALL
15136,29.57,15,FALL
15137,38.93,18,FALL
15138,23.83,13,FALL
15139,30.70,16,FALL
15140,31.57,16,FALL
15141,30.08,15,FALL
15142,68.01,28,FALL
15143,9.89,9,FALL
15144,47.41,21,FALL
15145,-3.14,4,FALL
15146,30.21,16,FALL
15147,30.65,16,FALL
15148,32.17,16,FALL
15149,31.80,16,FALL
15150,17.00,11,FALL
15151,39.99,19,FALL
15152,52.71,22,FALL
15153,32.51,17,FALL
15154,7.87,8,FALL
15155,25.77,14,FALL
15156,40.47,18,FALL
15157,30.31,15,FALL
15158,26.67,15,FALL
15159,115.74,45,FALL
15160,32.75,16,FALL
15161,31.28,16,FALL
15162,175.19,62,FALL
15163,17.65,12,FALL
15164,23.95,14,FALL
15165,11.57,9,FALL
15166,7.74,7,FALL
15167,32.86,16,FALL
15168,36.68,17,FALL
15169,29.82,15,FALL
15170,-0.63,5,FALL
15171,31.29,15,FALL
15172,31.15,16,FALL
15173,35.57,16,FALL
15174,0.26,5,FALL
15175,70.90,29,FALL
15176,30.48,15,FALL
15177,33.49,16,FALL
15178,-3.19,4,FALL
15179,17.00,11,FALL
15180,23.72,13,FALL
15181,-1.91,4,FALL
15182,121.70,46,FALL
15183,84.36,34,FALL
15184,1.80,6,FALL
15185,-0.84,5,FALL
15186,13.58,9,FALL
15187,27.28,15,FALL
15188,32.97,16,FALL
15189,29.93,16,FALL
15190,27.00,14,FALL
15191,34.90,17,FALL
15192,20.28,12,FALL
15193,35.63,18,FALL
15194,34.16,17,FALL
15195,38.82,18,FALL
15196,-0.98,5,FALL
15197,66.01,27,FALL
15198,51.57,21,FALL
15199,23.04,13,FALL
15200,43.84,20,FALL
15201,5.46,7,FALL
15202,33.15,17,FALL
15203,-1.75,5,FALL
15204,28.14,15,FALL
15205,10.88,9,FALL
15206,38.17,18,FALL
15207,26.38,15,FALL
15208,11.63,8,FALL
15209,38.89,18,FALL
15210,54.65,23,FALL
15211,11.50,9,FALL
15212,24.02,14,FALL
15213,27.47,16,FALL
15214,15.83,10,FALL
15215,0.92,6,FALL
15216,49.78,23,FALL
15217,44.77,20,FALL
15218,-1.05,5,FALL
15219,27.92,16,FALL
15220,38.04,17,FALL
15221,36.64,18,FALL
15222,25.09,14,FALL
15223,21.64,12,FALL
15224,33.27,16,FALL
15225,29.96,16,FALL
15226,32.24,16,FALL
15227,11.89,9,FALL
15228,15.74,11,FALL
15229,33.93,17,FALL
15230,18.37,12,FALL
15231,-1.60,5,FALL
15232,32.94,16,FALL
15233,37.64,18,FALL
15234,204.42,74,FALL
15235,-3.14,4,FALL
15236,5.69,7,FALL
15237,29.54,16,FALL
15238,26.96,15,FALL
15239,14.27,10,FALL
15240,33.09,16,FALL
15241,29.00,15,FALL
15242,33.56,16,FALL
15243,26.50,14,FALL
15244,32.35,16,FALL
15245,31.23,16,FALL
15246,29.04,15,FALL
15247,35.10,17,FALL
15248,15.27,12,FALL
15249,2.84,6,FALL
15250,18.93,13,FALL
15251,27.81,15,FALL
15252,30.57,16,FALL
15253,68.39,27,FALL
15254,34.43,17,FALL
15255,28.53,16,FALL
15256,81.03,32,FALL
15257,-1.82,4,FALL
15258,36.04,17,FALL
15259,24.50,14,FALL
15260,-3.23,4,FALL
15261,29.73,15,FALL
15262,147.31,53,FALL
15263,28.72,15,FALL
15264,-2.79,4,FALL
15265,8.07,8,FALL
15266,95.14,36,FALL
15267,33.19,16,FALL
15268,2.52,6,FALL
15269,5.49,7,FALL
15270,15.27,10,FALL
15271,27.16,14,FALL
15272,26.71,15,FALL
15273,41.56,19,FALL
15274,-3.39,4,FALL
15275,10.20,9,FALL
15276,32.86,16,FALL
15277,126.29,46,FALL
15278,31.88,16,FALL
15279,18.95,11,FALL
15280,30.61,16,FALL
15281,15.15,11,FALL
15282,37.42,18,FALL
15283,29.08,15,FALL
15284,49.88,22,FALL
15285,38.00,18,FALL
15286,56.75,25,FALL
15287,53.85,22,FALL
15288,23.01,13,FALL
15289,49.21,21,FALL
15290,43.12,20,FALL
15291,12.87,10,FALL
15292,17.73,11,FALL
15293,30.29,15,FALL
15294,27.18,15,FALL
15295,-1.69,5,FALL
15296,28.32,15,FALL
15297,25.62,14,FALL
15298,6.72,8,FALL
15299,47.62,20,FALL
15300,38.81,18,FALL
15301,27.77,15,FALL
15302,52.58,23,FALL
15303,-1.38,5,FALL
15304,125.77,46,FALL
15305,22.52,12,FALL
15306,38.20,17,FALL
15307,28.04,14,FALL
15308,34.54,17,FALL
15309,34.31,17,FALL
15310,17.11,11,FALL
15311,79.34,30,FALL
15312,-2.68,4,FALL
15313,44.05,20,FALL
15314,80.02,32,FALL
15315,24.59,12,FALL
15316,129.90,47,FALL
15317,29.69,16,FALL
15318,34.24,17,FALL
15319,69.02,29,FALL
15320,26.94,15,FALL
15321,1.67,5,FALL
15322,103.21,40,FALL
15323,33.60,16,FALL
15324,30.43,15,FALL
15325,33.25,16,FALL
15326,6.06,7,FALL
15327,30.07,16,FALL
15328,-6.38,3,FALL
15329,33.61,16,FALL
15330,10.16,8,FALL
15331,0.53,6,FALL
15332,34.08,17,FALL
15333,29.03,15,FALL
15334,14.03,10,FALL
15335,3.53,6,FALL
15336,34.13,16,FALL
15337,27.14,14,FALL
15338,28.22,16,FALL
15339,-2.08,5,FALL
15340,31.75,16,FALL
15341,0.53,6,FALL
15342,29.05,15,FALL
15343,2.84,6,FALL
15344,35.18,17,FALL
15345,40.43,19,FALL
15346,34.93,17,FALL
15347,13.71,10,FALL
15348,25.61,16,FALL
15349,33.12,15,FALL
15350,32.33,16,FALL
15351,45.71,20,FALL
15352,37.83,19,FALL
15353,71.03,28,FALL
15354,15.03,11,FALL
15355,5.59,7,FALL
15356,34.55,16,FALL
15357,-0.41,5,FALL
15358,23.75,14,FALL
15359,100.91,38,FALL
15360,21.50,12,FALL
15361,33.37,16,FALL
15362,30.88,16,FALL
15363,23.94,15,FALL
15364,13.43,10,FALL
15365,27.69,15,FALL
15366,26.94,15,FALL
15367,29.23,15,FALL
15368,39.69,18,FALL
15369,31.44,16,FALL
15370,83.94,34,FALL
15371,26.05,13,FALL
15372,130.13,49,FALL
15373,23.77,14,FALL
15374,35.72,17,FALL
15375,50.56,22,FALL
15376,2.72,6,FALL
15377,30.68,16,FALL
15378,20.65,12,FALL
15379,73.93,30,FALL
15380,35.40,17,FALL
15381,30.31,16,FALL
15382,88.19,34,FALL
15383,0.86,6,FALL
15384,-2.76,4,FALL
15385,33.72,17,FALL
15386,9.82,9,FALL
15387,26.69,15,FALL
15388,15.04,10,FALL
15389,248.44,87,FALL
15390,77.99,32,FALL
15391,38.19,18,FALL
15392,1.00,6,FALL
15393,15.18,10,FALL
15394,89.02,33,FALL
15395,7.52,7,FALL
15396,78.44,31,FALL
15397,18.13,11,FALL
15398,33.37,17,FALL
15399,31.42,16,FALL
15400,27.04,15,FALL
15401,6.20,7,FALL
15402,31.99,16,FALL
15403,38.64,19,FALL
15404,20.81,12,FALL
15405,30.79,16,FALL
15406,21.58,12,FALL
15407,26.02,14,FALL
15408,-3.95,4,FALL
15409,-2.17,5,FALL
15410,93.63,35,FALL
15411,36.06,17,FALL
15412,12.27,9,FALL
15413,31.39,16,FALL
15414,23.16,13,FALL
15415,4.86,7,FALL
15416,46.31,21,FALL
15417,40.20,19,FALL
15418,43.57,21,FALL
15419,43.68,19,FALL
15420,28.28,16,FALL
15421,7.20,8,FALL
15422,30.01,15,FALL
15423,-1.59,5,FALL
15424,31.56,17,FALL
15425,11.63,9,FALL
15426,34.22,16,FALL
15427,44.11,19,FALL
15428,96.39,37,FALL
15429,34.16,15,FALL
15430,63.14,26,FALL
15431,26.48,15,FALL
15432,48.10,21,FALL
15433,93.98,36,FALL
15434,32.33,17,FALL
15435,22.38,13,FALL
15436,29.15,15,FALL
15437,7.75,8,FALL
15438,0.00,5,FALL
15439,26.59,15,FALL
15440,32.14,16,FALL
15441,2.79,7,FALL
15442,31.32,16,FALL
15443,27.31,14,FALL
15444,125.79,47,FALL
15445,11.01,9,FALL
15446,29.64,15,FALL
15447,29.40,15,FALL
15448,8.64,8,FALL
15449,56.93,23,FALL
15450,33.32,16,FALL
15451,52.25,22,FALL
15452,33.13,16,FALL
15453,15.59,11,FALL
15454,0.39,5,FALL
15455,2.62,7,FALL
15456,10.57,9,FALL
15457,37.04,17,FALL
15458,17.59,12,FALL
15459,25.07,15,FALL
15460,28.88,15,FALL
15461,35.52,17,FALL
15462,-0.76,5,FALL
15463,27.65,15,FALL
15464,29.89,16,FALL
15465,32.64,16,FALL
15466,14.89,10,FALL
15467,65.16,26,FALL
15468,29.09,15,FALL
15469,19.21,13,FALL
15470,9.74,9,FALL
15471,52.57,23,FALL
15472,32.48,16,FALL
15473,31.22,16,FALL
15474,39.76,18,FALL
15475,26.86,16,FALL
15476,12.21,9,FALL
15477,34.19,16,FALL
15478,1.47,6,FALL
15479,31.97,16,FALL
15480,-1.26,5,FALL
15481,33.23,16,FALL
15482,5.20,9,FALL
15483,14.44,10,FALL
15484,31.20,16,FALL
15485,5.36,7,FALL
15486,32.32,16,FALL
15487,20.78,12,FALL
15488,33.84,17,FALL
15489,2.09,5,FALL
15490,19.60,12,FALL
15491,11.94,9,FALL
15492,31.44,17,FALL
15493,34.55,17,FALL
15494,32.71,16,FALL
15495,-1.13,5,FALL
15496,14.37,10,FALL
15497,30.15,15,FALL
15498,22.49,13,FALL
15499,40.36,18,FALL
15500,35.31,17,FALL
15501,9.88,8,FALL
15502,25.40,14,FALL
15503,30.45,16,FALL
15504,50.83,23,FALL
15505,13.25,10,FALL
15506,30.96,16,FALL
15507,13.94,9,FALL
15508,25.34,14,FALL
15509,41.56,19,FALL
15510,40.41,18,FALL
15511,28.33,15,FALL
15512,43.43,19,FALL
15513,28.93,15,FALL
15514,29.28,16,FALL
15515,29.77,16,FALL
15516,48.39,21,FALL
15517,28.97,16,FALL
15518,72.46,29,FALL
15519,11.76,10,FALL
15520,25.25,14,FALL
15521,29.70,15,FALL
15522,33.18,17,FALL
15523,31.89,16,FALL
15524,24.46,13,FALL
15525,6.73,7,FALL
15526,30.42,16,FALL
15527,33.86,17,FALL
15528,69.83,27,FALL
15529,27.19,14,FALL
15530,-2.88,4,FALL
15531,3.49,5,FALL
15532,13.33,9,FALL
15533,28.93,15,FALL
15534,-1.34,5,FALL
15535,8.06,8,FALL
15536,38.36,18,FALL
15537,21.20,13,FALL
15538,28.99,15,FALL
15539,23.42,13,FALL
15540,33.09,16,FALL
15541,39.65,19,FALL
15542,8.36,8,FALL
15543,29.42,16,FALL
15544,46.05,20,FALL
15545,91.41,36,FALL
15546,-2.49,4,FALL
15547,20.87,12,FALL
15548,5.32,7,FALL
15549,19.39,12,FALL
15550,35.10,17,FALL
15551,29.03,16,FALL
15552,35.48,17,FALL
15553,6.26,7,FALL
15554,32.23,16,FALL
15555,16.35,11,FALL
15556,8.50,9,FALL
15557,34.67,17,FALL
15558,24.81,14,FALL
15559,42.87,20,FALL
15560,73.58,32,FALL
15561,35.52,17,FALL
15562,30.95,16,FALL
15563,25.46,15,FALL
15564,9.66,8,FALL
15565,-3.54,4,FALL
15566,0.12,5,FALL
15567,2.17,6,FALL
15568,26.10,14,FALL
15569,30.76,16,FALL
15570,32.84,15,FALL
15571,30.21,15,FALL
15572,83.78,32,FALL
15573,28.72,15,FALL
15574,30.63,16,FALL
15575,32.59,16,FALL
15576,31.22,16,FALL
15577,10.65,9,FALL
15578,30.07,16,FALL
15579,5.45,7,FALL
15580,4.19,6,FALL
15581,38.84,18,FALL
15582,37.96,18,FALL
15583,31.95,16,FALL
15584,29.59,16,FALL
15585,28.39,15,FALL
15586,34.71,17,FALL
15587,57.99,24,FALL
15588,0.02,5,FALL
15589,35.39,17,FALL
15590,18.59,11,FALL
15591,48.27,20,FALL
15592,13.12,10,FALL
15593,25.90,14,FALL
15594,32.48,17,FALL
15595,7.65,7,FALL
15596,-0.29,5,FALL
15597,30.96,16,FALL
15598,76.86,31,FALL
15599,1.53,6,FALL
15600,-3.14,4,FALL
15601,44.37,20,FALL
15602,-3.30,4,FALL
15603,18.99,12,FALL
15604,32.15,16,FALL
15605,78.38,31,FALL
15606,40.02,18,FALL
15607,31.45,16,FALL
15608,17.97,11,FALL
15609,17.65,11,FALL
15610,21.98,13,FALL
15611,31.87,16,FALL
15612,24.04,13,FALL
15613,5.43,6,FALL
15614,17.46,11,FALL
15615,35.64,17,FALL
15616,8.32,8,FALL
15617,-6.19,3,FALL
15618,11.71,9,FALL
15619,27.38,15,FALL
15620,32.40,17,FALL
15621,43.38,19,FALL
15622,10.44,8,FALL
15623,15.68,11,FALL
15624,57.78,25,FALL
15625,27.89,15,FALL
15626,19.56,12,FALL
15627,10.86,9,FALL
15628,26.13,14,FALL
15629,36.29,17,FALL
15630,11.14,10,FALL
15631,25.24,14,FALL
15632,27.98,16,FALL
15633,33.06,17,FALL
15634,24.45,15,FALL
15635,3.24,7,FALL
15636,30.66,16,FALL
15637,52.62,22,FALL
15638,10.92,9,FALL
15639,117.95,46,FALL
15640,29.12,15,FALL
15641,36.02,17,FALL
15642,24.46,14,FALL
15643,29.71,16,FALL
15644,16.76,11,FALL
15645,40.09,18,FALL
15646,28.18,16,FALL
15647,10.63,10,FALL
15648,28.42,15,FALL
15649,35.72,17,FALL
15650,44.36,19,FALL
15651,124.34,48,FALL
15652,11.29,9,FALL
15653,52.86,24,FALL
15654,38.24,18,FALL
15655,65.67,28,FALL
15656,77.95,30,FALL
15657,77.58,31,FALL
15658,44.96,21,FALL
15659,-3.14,4,FALL
15660,8.49,8,FALL
15661,19.78,12,FALL
15662,12.23,9,FALL
15663,30.88,16,FALL
15664,27.47,15,FALL
15665,13.60,10,FALL
15666,-3.31,4,FALL
15667,13.99,10,FALL
15668,35.25,17,FALL
15669,32.43,16,FALL
15670,32.09,16,FALL
15671,36.78,18,FALL
15672,36.41,17,FALL
15673,50.94,23,FALL
15674,16.37,10,FALL
15675,35.40,17,FALL
15676,30.93,15,FALL
15677,10.22,8,FALL
15678,4.43,6,FALL
15679,49.69,22,FALL
15680,29.42,15,FALL
15681,36.86,17,FALL
15682,37.18,18,FALL
15683,35.79,17,FALL
15684,13.65,11,FALL
15685,2.94,7,FALL
15686,34.20,16,FALL
15687,9.30,8,FALL
15688,35.89,17,FALL
15689,82.22,31,FALL
15690,32.15,18,FALL
15691,51.42,22,FALL
15692,47.68,20,FALL
15693,28.67,15,FALL
15694,-1.01,5,FALL
15695,26.09,13,FALL
15696,30.73,16,FALL
15697,1.10,5,FALL
15698,13.36,10,FALL
15699,70.87,27,FALL
15700,-0.93,5,FALL
15701,14.82,10,FALL
15702,21.75,12,FALL
15703,3.08,6,FALL
15704,19.14,12,FALL
15705,6.86,8,FALL
15706,8.04,8,FALL
15707,216.06,78,FALL
15708,34.29,17,FALL
15709,28.67,16,FALL
15710,18.18,11,FALL
15711,36.28,17,FALL
15712,32.46,16,FALL
15713,39.98,18,FALL
15714,-0.05,5,FALL
15715,118.49,46,FALL
15716,47.08,20,FALL
15717,27.69,15,FALL
15718,9.34,9,FALL
15719,0.29,5,FALL
15720,31.50,16,FALL
15721,43.11,22,FALL
15722,27.65,15,FALL
15723,9.67,9,FALL
15724,4.55,6,FALL
15725,-1.10,4,FALL
15726,33.43,16,FALL
15727,22.78,13,FALL
15728,9.67,9,FALL
15729,5.21,7,FALL
15730,96.48,36,FALL
15731,36.84,17,FALL
15732,38.91,18,FALL
15733,37.65,19,FALL
15734,32.06,17,FALL
15735,73.28,31,FALL
15736,12.09,10,FALL
15737,21.36,12,FALL
15738,10.57,9,FALL
15739,30.37,15,FALL
15740,39.35,18,FALL
15741,-4.74,4,FALL
15742,4.37,7,FALL
15743,0.29,6,FALL
15744,33.57,16,FALL
15745,-3.36,4,FALL
15746,1.14,6,FALL
15747,34.04,16,FALL
15748,50.20,21,FALL
15749,28.92,15,FALL
15750,32.10,16,FALL
15751,34.39,16,FALL
15752,22.82,13,FALL
15753,20.37,12,FALL
15754,8.96,8,FALL
15755,27.72,15,FALL
15756,3.21,6,FALL
15757,8.98,9,FALL
15758,33.23,17,FALL
15759,21.10,13,FALL
15760,17.76,11,FALL
15761,-4.59,3,FALL
15762,24.21,14,FALL
15763,31.89,16,FALL
15764,44.25,20,FALL
15765,35.63,16,FALL
15766,30.39,15,FALL
15767,33.04,17,FALL
15768,99.04,39,FALL
15769,43.69,20,FALL
15770,76.18,31,FALL
15771,19.52,12,FALL
15772,46.75,19,FALL
15773,32.21,16,FALL
15774,-3.68,4,FALL
15775,-5.69,3,FALL
15776,19.65,11,FALL
15777,35.44,17,FALL
15778,36.59,18,FALL
15779,2.07,6,FALL
15780,16.36,11,FALL
15781,17.79,10,FALL
15782,23.78,15,FALL
15783,35.94,17,FALL
15784,69.16,30,FALL
15785,36.96,17,FALL
15786,29.43,15,FALL
15787,46.17,20,FALL
15788,3.91,6,FALL
15789,35.19,17,FALL
15790,30.34,16,FALL
15791,77.45,31,FALL
15792,4.40,6,FALL
15793,14.61,10,FALL
15794,26.02,15,FALL
15795,27.04,14,FALL
15796,15.04,11,FALL
15797,32.94,16,FALL
15798,32.94,16,FALL
15799,-0.36,5,FALL
15800,40.20,17,FALL
15801,-1.24,5,FALL
15802,26.11,15,FALL
15803,19.51,12,FALL
15804,15.67,10,FALL
15805,23.65,15,FALL
15806,-0.85,5,FALL
15807,32.22,16,FALL
15808,31.06,15,FALL
15809,14.69,10,FALL
15810,0.11,6,FALL
15811,23.01,13,FALL
15812,35.36,17,FALL
15813,188.03,65,FALL
15814,6.39,7,FALL
15815,28.58,15,FALL
15816,32.79,16,FALL
15817,38.54,17,FALL
15818,31.54,16,FALL
15819,57.99,24,FALL
15820,15.24,10,FALL
15821,13.90,11,FALL
15822,31.44,16,FALL
15823,16.91,11,FALL
15824,14.18,10,FALL
15825,32.02,16,FALL
15826,23.17,13,FALL
15827,25.49,15,FALL
15828,46.75,20,FALL
15829,34.99,17,FALL
15830,49.31,21,FALL
15831,-3.03,4,FALL
15832,33.67,16,FALL
15833,14.25,9,FALL
15834,11.25,8,FALL
15835,38.78,18,FALL
15836,15.00,12,FALL
15837,25.94,14,FALL
15838,14.39,11,FALL
15839,20.51,12,FALL
15840,38.43,18,FALL
15841,5.25,7,FALL
15842,7.24,7,FALL
15843,7.94,8,FALL
15844,49.55,21,FALL
15845,29.85,16,FALL
15846,34.43,16,FALL
15847,39.08,19,FALL
15848,0.95,6,FALL
15849,16.77,11,FALL
15850,19.27,11,FALL
15851,47.56,20,FALL
15852,36.06,17,FALL
15853,43.57,19,FALL
15854,28.86,15,FALL
15855,106.29,42,FALL
15856,30.82,16,FALL
15857,29.25,15,FALL
15858,38.80,19,FALL
15859,34.28,17,FALL
