Episode,Reward,Steps,Reason
3065,-3.28,4,FALL
3066,-0.69,5,FALL
3067,25.17,14,FALL
3068,1.27,5,FALL
3069,31.18,16,FALL
3070,10.33,9,FALL
3071,32.14,16,FALL
3072,26.85,15,FALL
3073,108.73,40,FALL
3074,32.96,17,FALL
3075,32.91,16,FALL
3076,6.90,8,FALL
3077,10.17,9,FALL
3078,26.64,15,FALL
3079,30.96,16,FALL
3080,-6.32,3,FALL
3081,-0.99,5,FALL
3082,-3.00,4,FALL
3083,28.85,15,FALL
3084,28.53,15,FALL
3085,27.94,15,FALL
3086,8.22,8,FALL
3087,10.15,9,FALL
3088,14.65,11,FALL
3089,36.96,18,FALL
3090,-2.55,4,FALL
3091,49.00,21,FALL
3092,31.79,16,FALL
3093,23.86,14,FALL
3094,61.95,29,FALL
3095,17.66,11,FALL
3096,26.88,15,FALL
3097,33.26,16,FALL
3098,-0.90,5,FALL
3099,2.46,6,FALL
3100,15.09,10,FALL
3101,12.69,10,FALL
3102,40.18,19,FALL
3103,61.37,26,FALL
3104,85.59,33,FALL
3105,23.00,13,FALL
3106,25.89,14,FALL
3107,-0.79,5,FALL
3108,-0.55,5,FALL
3109,4.06,7,FALL
3110,13.05,10,FALL
3111,38.22,18,FALL
3112,1.57,6,FALL
3113,27.96,15,FALL
3114,7.83,8,FALL
3115,1.67,6,FALL
3116,12.45,10,FALL
3117,35.38,17,FALL
3118,-4.04,4,FALL
3119,-4.18,3,FALL
3120,30.58,16,FALL
3121,33.87,17,FALL
3122,2.85,6,FALL
3123,22.87,13,FALL
3124,-3.50,4,FALL
3125,11.48,10,FALL
3126,24.52,14,FALL
3127,-1.10,5,FALL
3128,11.02,9,FALL
3129,47.16,22,FALL
3130,115.56,46,FALL
3131,11.15,9,FALL
3132,-0.36,5,FALL
3133,19.50,11,FALL
3134,8.82,9,FALL
3135,34.15,17,FALL
3136,59.23,26,FALL
3137,12.84,10,FALL
3138,-2.02,5,FALL
3139,70.18,29,FALL
3140,114.64,46,FALL
3141,0.92,6,FALL
3142,-2.82,4,FALL
3143,26.80,15,FALL
3144,29.49,15,FALL
3145,30.00,15,FALL
3146,5.35,8,FALL
3147,28.63,15,FALL
3148,24.14,13,FALL
3149,38.31,18,FALL
3150,12.68,10,FALL
3151,65.35,25,FALL
3152,69.75,30,FALL
3153,12.62,11,FALL
3154,-2.60,5,FALL
3155,0.79,6,FALL
3156,11.95,10,FALL
3157,67.00,28,FALL
3158,-1.33,5,FALL
3159,69.52,29,FALL
3160,22.17,13,FALL
3161,9.12,8,FALL
3162,10.73,10,FALL
3163,65.80,26,FALL
3164,10.90,10,FALL
3165,9.96,8,FALL
3166,38.87,19,FALL
3167,0.66,6,FALL
3168,45.32,20,FALL
3169,7.21,7,FALL
3170,15.99,11,FALL
3171,26.28,15,FALL
3172,89.20,35,FALL
3173,43.09,19,FALL
3174,-0.67,5,FALL
3175,6.58,9,FALL
3176,33.30,17,FALL
3177,15.40,11,FALL
3178,12.98,10,FALL
3179,2.24,6,FALL
3180,45.79,20,FALL
3181,48.46,21,FALL
3182,31.37,17,FALL
3183,46.37,21,FALL
3184,35.66,17,FALL
3185,17.46,11,FALL
3186,4.82,6,FALL
3187,53.94,25,FALL
3188,15.01,10,FALL
3189,20.50,11,FALL
3190,18.75,12,FALL
3191,11.94,9,FALL
3192,30.82,16,FALL
3193,0.80,6,FALL
3194,26.87,14,FALL
3195,24.73,15,FALL
3196,20.40,15,FALL
3197,41.80,19,FALL
3198,15.26,12,FALL
3199,-1.24,5,FALL
3200,40.58,18,FALL
3201,4.60,7,FALL
3202,32.37,16,FALL
3203,26.14,15,FALL
3204,47.50,21,FALL
3205,32.21,16,FALL
3206,24.71,15,FALL
3207,32.35,16,FALL
3208,5.81,7,FALL
3209,15.20,11,FALL
3210,26.77,15,FALL
3211,11.78,9,FALL
3212,0.92,6,FALL
3213,5.09,7,FALL
3214,19.32,12,FALL
3215,26.89,14,FALL
3216,1.78,6,FALL
3217,6.83,7,FALL
3218,8.13,9,FALL
3219,-3.47,4,FALL
3220,3.50,6,FALL
3221,14.69,10,FALL
3222,33.20,17,FALL
3223,-0.09,5,FALL
3224,37.05,18,FALL
3225,46.84,20,FALL
3226,12.31,10,FALL
3227,84.36,34,FALL
3228,12.65,9,FALL
3229,3.50,7,FALL
3230,35.21,17,FALL
3231,6.05,7,FALL
3232,-0.06,6,FALL
3233,16.45,11,FALL
3234,30.72,16,FALL
3235,10.51,9,FALL
3236,9.39,9,FALL
3237,-1.22,5,FALL
3238,8.17,7,FALL
3239,23.93,14,FALL
3240,25.53,14,FALL
3241,43.65,20,FALL
3242,41.70,19,FALL
3243,8.36,7,FALL
3244,36.79,17,FALL
3245,34.73,17,FALL
3246,2.76,7,FALL
3247,28.61,15,FALL
3248,37.68,18,FALL
3249,21.08,14,FALL
3250,2.89,6,FALL
3251,49.83,22,FALL
3252,27.26,15,FALL
3253,26.81,15,FALL
3254,-1.65,5,FALL
3255,5.37,7,FALL
3256,42.21,18,FALL
3257,28.09,15,FALL
3258,25.44,15,FALL
3259,18.61,12,FALL
3260,33.41,17,FALL
3261,11.45,10,FALL
3262,-4.17,4,FALL
3263,37.40,18,FALL
3264,25.37,14,FALL
3265,53.51,23,FALL
3266,-0.00,5,FALL
3267,45.15,20,FALL
3268,2.91,6,FALL
3269,-0.58,5,FALL
3270,24.05,14,FALL
3271,4.94,7,FALL
3272,31.19,16,FALL
3273,21.14,13,FALL
3274,28.51,15,FALL
3275,5.81,6,FALL
3276,47.21,19,FALL
3277,28.99,16,FALL
3278,4.54,7,FALL
3279,29.30,15,FALL
3280,33.92,16,FALL
3281,5.02,7,FALL
3282,36.21,17,FALL
3283,8.02,8,FALL
3284,46.15,20,FALL
3285,23.35,14,FALL
3286,44.94,21,FALL
3287,29.60,15,FALL
3288,34.55,17,FALL
3289,16.61,10,FALL
3290,30.22,16,FALL
3291,-0.83,5,FALL
3292,25.09,15,FALL
3293,5.02,6,FALL
3294,10.87,9,FALL
3295,24.87,14,FALL
3296,20.85,12,FALL
3297,33.60,16,FALL
3298,-2.57,4,FALL
3299,24.90,15,FALL
3300,2.47,6,FALL
3301,32.09,16,FALL
3302,21.60,13,FALL
3303,43.88,19,FALL
3304,15.92,10,FALL
3305,7.50,7,FALL
3306,6.59,8,FALL
3307,28.09,15,FALL
3308,35.72,17,FALL
3309,32.80,16,FALL
3310,2.00,6,FALL
3311,34.15,16,FALL
3312,3.20,7,FALL
3313,14.58,11,FALL
3314,21.61,13,FALL
3315,13.89,10,FALL
3316,29.99,15,FALL
3317,46.12,20,FALL
3318,0.28,6,FALL
3319,72.08,31,FALL
3320,16.44,11,FALL
3321,30.21,16,FALL
3322,85.06,33,FALL
3323,31.12,15,FALL
3324,25.48,15,FALL
3325,33.62,16,FALL
3326,31.75,16,FALL
3327,23.13,13,FALL
3328,4.94,7,FALL
3329,27.97,15,FALL
3330,19.25,13,FALL
3331,6.31,7,FALL
3332,25.71,14,FALL
3333,87.64,33,FALL
3334,40.49,18,FALL
3335,6.25,8,FALL
3336,16.30,11,FALL
3337,42.14,19,FALL
3338,6.62,7,FALL
3339,24.29,14,FALL
3340,27.16,15,FALL
3341,94.53,39,FALL
3342,25.97,15,FALL
3343,6.32,7,FALL
3344,10.74,9,FALL
3345,62.59,27,FALL
3346,3.70,6,FALL
3347,16.31,11,FALL
3348,30.57,15,FALL
3349,28.96,16,FALL
3350,37.14,18,FALL
3351,30.96,16,FALL
3352,19.03,12,FALL
3353,29.32,16,FALL
3354,41.12,19,FALL
3355,1.25,5,FALL
3356,30.97,16,FALL
3357,49.51,21,FALL
3358,21.47,13,FALL
3359,24.66,13,FALL
3360,18.59,14,FALL
3361,18.56,11,FALL
3362,37.85,18,FALL
3363,21.80,13,FALL
3364,23.19,14,FALL
3365,1.45,5,FALL
3366,31.91,17,FALL
3367,-4.19,4,FALL
3368,2.49,6,FALL
3369,25.90,15,FALL
3370,44.78,19,FALL
3371,29.18,15,FALL
3372,17.27,11,FALL
3373,48.98,21,FALL
3374,29.65,16,FALL
3375,-0.33,5,FALL
3376,72.88,30,FALL
3377,32.20,15,FALL
3378,17.01,12,FALL
3379,28.39,15,FALL
3380,23.53,13,FALL
3381,0.96,5,FALL
3382,5.98,7,FALL
3383,27.50,15,FALL
3384,29.59,16,FALL
3385,29.35,15,FALL
3386,47.15,21,FALL
3387,24.64,14,FALL
3388,-4.21,4,FALL
3389,3.33,7,FALL
3390,32.47,16,FALL
3391,20.53,13,FALL
3392,11.70,9,FALL
3393,65.44,27,FALL
3394,20.02,13,FALL
3395,27.26,14,FALL
3396,30.27,16,FALL
3397,127.92,48,FALL
3398,30.59,15,FALL
3399,1.53,5,FALL
3400,23.90,14,FALL
3401,30.59,16,FALL
3402,34.33,17,FALL
3403,12.79,9,FALL
3404,13.05,10,FALL
3405,70.89,29,FALL
3406,12.05,10,FALL
3407,50.43,22,FALL
3408,30.28,16,FALL
3409,-3.92,4,FALL
3410,14.14,10,FALL
3411,-6.11,3,FALL
3412,0.04,5,FALL
3413,29.87,16,FALL
3414,22.60,14,FALL
3415,82.79,33,FALL
3416,8.25,8,FALL
3417,31.33,16,FALL
3418,10.35,9,FALL
3419,38.84,19,FALL
3420,8.78,9,FALL
3421,23.41,14,FALL
3422,29.50,15,FALL
3423,17.46,12,FALL
3424,8.60,8,FALL
3425,28.35,15,FALL
3426,29.61,16,FALL
3427,85.10,33,FALL
3428,43.77,19,FALL
3429,30.57,16,FALL
3430,25.81,14,FALL
3431,55.36,22,FALL
3432,28.53,15,FALL
3433,10.68,9,FALL
3434,32.36,15,FALL
3435,30.93,17,FALL
3436,74.36,30,FALL
3437,17.28,12,FALL
3438,31.84,16,FALL
3439,14.05,11,FALL
3440,40.55,19,FALL
3441,66.06,27,FALL
3442,106.50,42,FALL
3443,7.99,8,FALL
3444,33.30,17,FALL
3445,24.12,14,FALL
3446,13.87,10,FALL
3447,67.72,29,FALL
3448,33.37,16,FALL
3449,18.37,12,FALL
3450,30.84,16,FALL
3451,162.34,58,FALL
3452,6.82,8,FALL
3453,-0.77,5,FALL
3454,23.36,13,FALL
3455,27.35,15,FALL
3456,-1.49,5,FALL
3457,-4.98,3,FALL
3458,35.92,17,FALL
3459,14.00,10,FALL
3460,3.58,7,FALL
3461,15.34,10,FALL
3462,17.36,12,FALL
3463,28.69,15,FALL
3464,95.31,37,FALL
3465,38.85,18,FALL
3466,26.45,15,FALL
3467,32.14,16,FALL
3468,32.90,17,FALL
3469,79.96,33,FALL
3470,7.49,8,FALL
3471,29.48,16,FALL
3472,24.85,14,FALL
3473,3.79,6,FALL
3474,26.92,15,FALL
3475,4.05,6,FALL
3476,19.82,13,FALL
3477,76.21,30,FALL
3478,60.68,25,FALL
3479,39.76,19,FALL
3480,30.28,17,FALL
3481,40.65,19,FALL
3482,23.85,13,FALL
3483,27.10,15,FALL
3484,27.74,15,FALL
3485,82.73,32,FALL
3486,13.04,10,FALL
3487,12.92,10,FALL
3488,38.53,18,FALL
3489,16.15,10,FALL
3490,37.58,18,FALL
3491,14.48,10,FALL
3492,35.63,17,FALL
3493,38.52,18,FALL
3494,41.94,20,FALL
3495,6.47,8,FALL
3496,11.77,9,FALL
3497,31.76,16,FALL
3498,32.55,16,FALL
3499,37.59,18,FALL
3500,0.48,5,FALL
3501,9.68,10,FALL
3502,14.79,10,FALL
3503,24.99,14,FALL
3504,18.18,13,FALL
3505,-1.20,5,FALL
3506,2.15,5,FALL
3507,34.33,17,FALL
3508,26.07,14,FALL
3509,3.02,6,FALL
3510,32.98,16,FALL
3511,44.64,19,FALL
3512,18.70,12,FALL
3513,30.88,17,FALL
3514,-1.22,5,FALL
3515,22.25,12,FALL
3516,27.99,15,FALL
3517,12.40,10,FALL
3518,97.73,38,FALL
3519,32.48,16,FALL
3520,42.95,20,FALL
3521,34.89,17,FALL
3522,2.13,6,FALL
3523,32.55,17,FALL
3524,18.99,11,FALL
3525,70.81,31,FALL
3526,18.68,12,FALL
3527,-0.08,5,FALL
3528,36.64,18,FALL
3529,22.47,14,FALL
3530,23.90,13,FALL
3531,67.97,29,FALL
3532,32.26,17,FALL
3533,43.32,20,FALL
3534,34.80,18,FALL
3535,43.50,19,FALL
3536,52.14,23,FALL
3537,27.29,15,FALL
3538,-0.55,5,FALL
3539,82.41,32,FALL
3540,66.52,28,FALL
3541,11.27,9,FALL
3542,67.11,26,FALL
3543,121.15,46,FALL
3544,16.77,12,FALL
3545,30.85,16,FALL
3546,10.47,9,FALL
3547,32.45,16,FALL
3548,6.43,7,FALL
3549,21.39,13,FALL
3550,-0.66,5,FALL
3551,28.50,15,FALL
3552,11.88,10,FALL
3553,16.86,12,FALL
3554,16.20,11,FALL
3555,21.63,12,FALL
3556,26.14,14,FALL
3557,-1.45,5,FALL
3558,8.25,8,FALL
3559,26.86,14,FALL
3560,20.27,13,FALL
3561,42.75,19,FALL
3562,39.93,19,FALL
3563,4.20,7,FALL
3564,6.34,7,FALL
3565,99.79,38,FALL
3566,11.80,10,FALL
3567,0.63,5,FALL
3568,37.09,17,FALL
3569,20.45,13,FALL
3570,20.50,13,FALL
3571,1.01,6,FALL
3572,5.17,7,FALL
3573,52.84,26,FALL
3574,-1.55,5,FALL
3575,1.87,6,FALL
3576,29.86,15,FALL
3577,29.55,15,FALL
3578,-0.23,5,FALL
3579,21.68,12,FALL
3580,34.80,17,FALL
3581,48.69,21,FALL
3582,27.86,15,FALL
3583,-3.64,4,FALL
3584,8.84,9,FALL
3585,51.95,21,FALL
3586,116.15,44,FALL
3587,27.21,15,FALL
3588,69.81,30,FALL
3589,33.80,17,FALL
3590,111.43,44,FALL
3591,20.17,12,FALL
3592,6.39,7,FALL
3593,62.44,25,FALL
3594,24.23,13,FALL
3595,40.72,19,FALL
3596,19.76,12,FALL
3597,6.45,8,FALL
3598,7.67,8,FALL
3599,29.93,15,FALL
3600,32.77,17,FALL
3601,-3.77,4,FALL
3602,-3.75,4,FALL
3603,18.53,11,FALL
3604,5.59,7,FALL
3605,3.76,7,FALL
3606,14.59,10,FALL
3607,27.40,15,FALL
3608,-3.81,4,FALL
3609,7.56,8,FALL
3610,29.68,16,FALL
3611,39.42,19,FALL
3612,0.30,5,FALL
3613,0.80,6,FALL
3614,4.09,5,FALL
3615,73.72,29,FALL
3616,35.58,17,FALL
3617,26.37,15,FALL
3618,32.30,16,FALL
3619,-2.74,4,FALL
3620,32.17,17,FALL
3621,3.11,6,FALL
3622,28.99,15,FALL
3623,1.58,5,FALL
3624,9.04,9,FALL
3625,-0.45,5,FALL
3626,14.53,10,FALL
3627,30.52,17,FALL
3628,129.85,47,FALL
3629,15.92,11,FALL
3630,91.80,35,FALL
3631,27.30,15,FALL
3632,2.90,6,FALL
3633,-1.87,5,FALL
3634,16.99,11,FALL
3635,29.20,15,FALL
3636,46.42,20,FALL
3637,15.53,11,FALL
3638,23.95,13,FALL
3639,8.88,9,FALL
3640,27.96,15,FALL
3641,15.23,10,FALL
3642,35.98,17,FALL
3643,124.59,46,FALL
3644,4.88,6,FALL
3645,36.71,17,FALL
3646,30.62,15,FALL
3647,17.40,11,FALL
3648,25.46,14,FALL
3649,-3.38,4,FALL
3650,7.97,8,FALL
3651,18.56,13,FALL
3652,25.20,14,FALL
3653,9.09,9,FALL
3654,18.30,11,FALL
3655,8.18,8,FALL
3656,33.08,18,FALL
3657,35.11,17,FALL
3658,14.36,10,FALL
3659,26.98,14,FALL
3660,27.97,15,FALL
3661,6.24,7,FALL
3662,8.33,8,FALL
3663,57.71,24,FALL
3664,13.78,10,FALL
3665,24.08,15,FALL
3666,6.55,7,FALL
3667,60.58,25,FALL
3668,37.80,17,FALL
3669,31.39,16,FALL
3670,2.55,6,FALL
3671,29.62,15,FALL
3672,39.72,19,FALL
3673,3.89,7,FALL
3674,39.85,19,FALL
3675,17.28,11,FALL
3676,65.04,27,FALL
3677,38.89,18,FALL
3678,28.35,15,FALL
3679,25.13,15,FALL
3680,13.81,10,FALL
3681,-2.96,4,FALL
3682,32.68,16,FALL
3683,27.36,14,FALL
3684,57.97,23,FALL
3685,36.90,18,FALL
3686,8.40,8,FALL
3687,52.36,23,FALL
3688,-0.04,5,FALL
3689,32.42,17,FALL
3690,88.60,34,FALL
3691,33.74,16,FALL
3692,28.39,15,FALL
3693,32.14,16,FALL
3694,34.12,17,FALL
3695,27.51,15,FALL
3696,27.81,15,FALL
3697,36.26,17,FALL
3698,50.39,21,FALL
3699,2.69,7,FALL
3700,-0.45,5,FALL
3701,-2.92,4,FALL
3702,29.13,16,FALL
3703,19.67,12,FALL
3704,33.99,17,FALL
3705,99.70,37,FALL
3706,39.72,19,FALL
3707,29.07,16,FALL
3708,2.83,6,FALL
3709,33.05,16,FALL
3710,14.65,9,FALL
3711,25.43,14,FALL
3712,37.06,18,FALL
3713,3.51,6,FALL
3714,51.97,21,FALL
3715,-2.58,4,FALL
3716,23.12,13,FALL
3717,32.47,17,FALL
3718,19.61,12,FALL
3719,25.54,15,FALL
3720,35.49,18,FALL
3721,14.49,10,FALL
3722,8.67,9,FALL
3723,12.69,10,FALL
3724,39.94,19,FALL
3725,13.12,11,FALL
3726,30.22,16,FALL
3727,34.38,16,FALL
3728,32.34,16,FALL
3729,5.34,8,FALL
3730,31.57,16,FALL
3731,1.40,6,FALL
3732,2.26,5,FALL
3733,5.63,8,FALL
3734,-3.48,4,FALL
3735,-0.33,5,FALL
3736,11.85,9,FALL
3737,33.24,16,FALL
3738,31.73,16,FALL
3739,9.07,8,FALL
3740,6.16,7,FALL
3741,6.55,7,FALL
3742,35.18,18,FALL
3743,0.04,5,FALL
3744,23.92,14,FALL
3745,31.03,15,FALL
3746,40.37,18,FALL
3747,42.76,20,FALL
3748,25.10,15,FALL
3749,30.03,15,FALL
3750,30.37,15,FALL
3751,8.46,9,FALL
3752,20.86,12,FALL
3753,26.87,14,FALL
3754,-3.54,4,FALL
3755,16.14,10,FALL
3756,58.43,25,FALL
3757,29.86,16,FALL
3758,91.88,34,FALL
3759,8.69,8,FALL
3760,-3.60,4,FALL
3761,26.96,15,FALL
3762,20.18,13,FALL
3763,2.54,6,FALL
3764,44.48,18,FALL
3765,19.32,12,FALL
3766,4.17,7,FALL
3767,25.47,15,FALL
3768,10.01,9,FALL
3769,-0.14,5,FALL
3770,28.20,15,FALL
3771,3.19,6,FALL
3772,24.43,15,FALL
3773,70.49,27,FALL
3774,23.17,13,FALL
3775,38.96,18,FALL
3776,26.35,14,FALL
3777,7.87,8,FALL
3778,33.27,17,FALL
3779,87.48,34,FALL
3780,30.97,16,FALL
3781,9.65,9,FALL
3782,-1.90,4,FALL
3783,26.88,14,FALL
3784,28.31,15,FALL
3785,14.65,11,FALL
3786,5.17,7,FALL
3787,31.00,16,FALL
3788,36.78,17,FALL
3789,47.79,20,FALL
3790,28.28,16,FALL
3791,68.25,28,FALL
3792,25.05,15,FALL
3793,45.85,19,FALL
3794,8.30,8,FALL
3795,30.26,16,FALL
3796,62.96,26,FALL
3797,45.77,20,FALL
3798,-6.52,3,FALL
3799,1.27,5,FALL
3800,34.07,16,FALL
3801,32.09,16,FALL
3802,24.45,14,FALL
3803,5.97,7,FALL
3804,30.82,16,FALL
3805,21.78,13,FALL
3806,42.24,19,FALL
3807,22.82,13,FALL
3808,37.63,19,FALL
3809,27.99,15,FALL
3810,36.78,17,FALL
3811,27.45,15,FALL
3812,18.85,11,FALL
3813,38.37,17,FALL
3814,34.29,17,FALL
3815,53.02,22,FALL
3816,-2.79,4,FALL
3817,31.89,17,FALL
3818,40.28,18,FALL
3819,45.82,20,FALL
3820,2.39,6,FALL
3821,29.65,16,FALL
3822,-3.10,4,FALL
3823,1.66,6,FALL
3824,91.85,36,FALL
3825,3.87,7,FALL
3826,4.84,7,FALL
3827,12.99,9,FALL
3828,12.65,9,FALL
3829,-1.50,5,FALL
3830,34.08,17,FALL
3831,9.49,9,FALL
3832,21.69,14,FALL
3833,4.73,7,FALL
3834,28.88,15,FALL
3835,32.86,16,FALL
3836,20.32,12,FALL
3837,14.68,11,FALL
3838,29.84,15,FALL
3839,-0.60,5,FALL
3840,75.20,30,FALL
3841,20.39,13,FALL
3842,9.57,8,FALL
3843,34.85,17,FALL
3844,68.36,26,FALL
3845,31.75,16,FALL
3846,30.13,16,FALL
3847,6.75,8,FALL
3848,12.63,10,FALL
3849,17.60,12,FALL
3850,10.49,9,FALL
3851,23.62,13,FALL
3852,14.73,11,FALL
3853,2.64,6,FALL
3854,28.30,15,FALL
3855,-3.72,4,FALL
3856,46.87,21,FALL
3857,61.96,26,FALL
3858,35.90,17,FALL
3859,31.30,16,FALL
3860,8.59,8,FALL
3861,6.88,7,FALL
3862,8.71,8,FALL
3863,27.80,15,FALL
3864,36.33,17,FALL
3865,66.70,27,FALL
3866,23.78,13,FALL
3867,16.67,11,FALL
3868,49.17,22,FALL
3869,0.09,5,FALL
3870,28.72,15,FALL
3871,30.42,16,FALL
3872,6.38,7,FALL
3873,23.17,14,FALL
3874,6.52,7,FALL
3875,15.29,10,FALL
3876,12.27,10,FALL
3877,24.75,14,FALL
3878,27.09,15,FALL
3879,34.43,17,FALL
3880,31.44,16,FALL
3881,-0.22,5,FALL
3882,11.44,9,FALL
3883,2.55,6,FALL
3884,10.87,9,FALL
3885,29.06,15,FALL
3886,-2.27,4,FALL
3887,-2.48,5,FALL
3888,72.75,28,FALL
3889,26.01,15,FALL
3890,27.79,14,FALL
3891,2.11,6,FALL
3892,20.79,12,FALL
3893,28.78,16,FALL
3894,44.71,19,FALL
3895,14.90,11,FALL
3896,28.40,15,FALL
3897,32.95,17,FALL
3898,74.82,31,FALL
3899,1.54,5,FALL
3900,34.93,17,FALL
3901,6.77,8,FALL
3902,7.48,8,FALL
3903,32.22,17,FALL
3904,29.49,16,FALL
3905,23.49,13,FALL
3906,-1.77,5,FALL
3907,32.54,16,FALL
3908,36.73,18,FALL
3909,31.05,16,FALL
3910,2.24,6,FALL
3911,29.70,16,FALL
3912,-0.85,5,FALL
3913,25.80,15,FALL
3914,12.04,9,FALL
3915,28.34,14,FALL
3916,27.92,15,FALL
3917,84.47,34,FALL
3918,4.62,7,FALL
3919,31.16,16,FALL
3920,34.31,17,FALL
3921,32.47,17,FALL
3922,-0.45,5,FALL
3923,34.31,16,FALL
3924,21.98,13,FALL
3925,21.15,13,FALL
3926,107.63,40,FALL
3927,7.06,8,FALL
3928,66.76,29,FALL
3929,-1.30,5,FALL
3930,0.33,5,FALL
3931,21.16,12,FALL
3932,16.76,11,FALL
3933,28.75,16,FALL
3934,-0.18,5,FALL
3935,-6.81,3,FALL
3936,37.02,17,FALL
3937,34.75,17,FALL
3938,-1.62,5,FALL
3939,-0.77,5,FALL
3940,0.05,5,FALL
3941,9.51,8,FALL
3942,18.01,12,FALL
3943,5.42,7,FALL
3944,91.78,35,FALL
3945,18.79,12,FALL
3946,70.54,31,FALL
3947,1.03,6,FALL
3948,29.26,15,FALL
3949,27.33,15,FALL
3950,30.52,16,FALL
3951,33.37,17,FALL
3952,-3.00,4,FALL
3953,27.46,15,FALL
3954,-0.54,5,FALL
3955,60.13,25,FALL
3956,27.29,14,FALL
3957,5.22,7,FALL
3958,9.81,8,FALL
3959,11.19,9,FALL
3960,-1.85,5,FALL
3961,19.45,12,FALL
3962,1.40,6,FALL
3963,33.33,16,FALL
3964,27.68,15,FALL
3965,-0.37,5,FALL
3966,24.83,14,FALL
3967,7.72,8,FALL
3968,-0.47,5,FALL
3969,13.26,10,FALL
3970,34.36,17,FALL
3971,34.65,17,FALL
3972,6.55,8,FALL
3973,21.71,13,FALL
3974,28.74,15,FALL
3975,4.44,7,FALL
3976,32.93,16,FALL
3977,16.89,11,FALL
3978,13.44,9,FALL
3979,-3.32,4,FALL
3980,30.96,17,FALL
3981,74.45,30,FALL
3982,23.28,13,FALL
3983,3.67,7,FALL
3984,10.70,9,FALL
3985,31.09,16,FALL
3986,22.23,13,FALL
3987,7.38,8,FALL
3988,120.72,46,FALL
3989,5.76,8,FALL
3990,17.76,12,FALL
3991,40.75,18,FALL
3992,5.35,7,FALL
3993,46.56,21,FALL
3994,49.15,21,FALL
3995,32.56,16,FALL
3996,27.48,15,FALL
3997,14.86,11,FALL
3998,107.78,39,FALL
3999,12.37,10,FALL
4000,29.33,16,FALL
4001,12.75,10,FALL
4002,-2.26,4,FALL
4003,29.46,15,FALL
4004,21.34,13,FALL
4005,35.37,17,FALL
4006,31.93,15,FALL
4007,34.92,17,FALL
4008,-1.02,5,FALL
4009,92.54,37,FALL
4010,35.37,17,FALL
4011,8.29,8,FALL
4012,37.33,18,FALL
4013,62.48,26,FALL
4014,51.33,20,FALL
4015,24.71,14,FALL
4016,109.87,45,FALL
4017,36.91,17,FALL
4018,77.68,31,FALL
4019,26.28,15,FALL
4020,0.94,6,FALL
4021,35.19,17,FALL
4022,29.96,17,FALL
4023,10.05,9,FALL
4024,32.77,17,FALL
4025,30.31,16,FALL
4026,-0.21,5,FALL
4027,67.23,27,FALL
4028,6.46,8,FALL
4029,79.79,32,FALL
4030,28.43,15,FALL
4031,9.34,8,FALL
4032,102.73,37,FALL
4033,-1.08,5,FALL
4034,49.61,21,FALL
4035,38.28,18,FALL
4036,26.98,14,FALL
4037,23.06,13,FALL
4038,-3.07,4,FALL
4039,38.10,18,FALL
4040,9.86,9,FALL
4041,20.40,12,FALL
4042,22.91,15,FALL
4043,1.52,6,FALL
4044,0.04,5,FALL
4045,12.95,9,FALL
4046,5.82,7,FALL
4047,41.84,18,FALL
4048,36.36,18,FALL
4049,44.12,20,FALL
4050,-2.47,4,FALL
4051,27.45,15,FALL
4052,79.42,32,FALL
4053,31.70,16,FALL
4054,2.47,6,FALL
4055,1.53,6,FALL
4056,130.22,49,FALL
4057,52.90,23,FALL
4058,27.94,15,FALL
4059,21.94,13,FALL
4060,25.28,14,FALL
4061,19.52,12,FALL
4062,31.13,16,FALL
4063,125.73,47,FALL
4064,73.23,29,FALL
4065,32.92,16,FALL
4066,24.43,14,FALL
4067,45.41,20,FALL
4068,29.50,15,FALL
4069,69.17,29,FALL
4070,12.37,10,FALL
4071,16.28,12,FALL
4072,32.42,16,FALL
4073,30.92,16,FALL
4074,0.27,5,FALL
4075,30.83,16,FALL
4076,33.65,16,FALL
4077,27.04,16,FALL
4078,25.55,15,FALL
4079,15.55,11,FALL
4080,51.56,22,FALL
4081,70.00,28,FALL
4082,2.54,6,FALL
4083,22.45,15,FALL
4084,23.94,13,FALL
4085,19.71,12,FALL
4086,74.78,30,FALL
4087,45.21,21,FALL
4088,29.36,16,FALL
4089,3.75,6,FALL
4090,52.00,22,FALL
4091,7.29,8,FALL
4092,10.30,9,FALL
4093,17.61,11,FALL
4094,28.68,14,FALL
4095,1.14,5,FALL
4096,37.20,18,FALL
4097,6.77,7,FALL
4098,21.81,13,FALL
4099,23.60,13,FALL
4100,22.68,13,FALL
4101,2.80,6,FALL
4102,-1.74,5,FALL
4103,39.85,18,FALL
4104,7.14,7,FALL
4105,30.91,16,FALL
4106,34.20,17,FALL
4107,-3.40,4,FALL
4108,91.98,34,FALL
4109,28.01,15,FALL
4110,14.86,10,FALL
4111,7.85,8,FALL
4112,-0.86,5,FALL
4113,1.39,6,FALL
4114,5.54,7,FALL
4115,19.13,11,FALL
4116,32.55,16,FALL
4117,44.94,20,FALL
4118,14.88,11,FALL
4119,71.11,29,FALL
4120,38.08,18,FALL
4121,36.28,18,FALL
4122,76.71,32,FALL
4123,7.99,8,FALL
4124,73.44,30,FALL
4125,58.13,24,FALL
4126,15.58,11,FALL
4127,41.25,19,FALL
4128,33.33,16,FALL
4129,-1.11,5,FALL
4130,12.10,10,FALL
4131,3.30,6,FALL
4132,-2.51,4,FALL
