Episode,Reward,Steps,Reason,Time
614,-44.83,23,FALL,22:17:38
615,106.07,81,FALL,22:17:44
616,-62.11,18,FALL,22:17:49
617,-66.57,15,FALL,22:17:54
618,167.38,100,FALL,22:18:02
619,-16.69,34,FALL,22:18:08
620,21.25,46,FALL,22:18:14
621,7.39,43,FALL,22:18:20
622,2.36,42,FALL,22:18:25
623,475.32,228,FALL,22:18:38
624,305.33,149,FALL,22:18:48
625,43.95,55,FALL,22:18:55
626,81.88,67,FALL,22:19:00
627,161.71,96,FALL,22:19:08
628,53.39,58,FALL,22:19:14
629,15.05,45,FALL,22:19:19
630,-2.60,37,FALL,22:19:24
631,94.61,74,FALL,22:19:31
632,387.89,186,FALL,22:19:43
633,-65.04,16,FALL,22:19:47
634,20.98,50,FALL,22:19:52
635,70.65,65,FALL,22:19:59
636,90.47,73,FALL,22:20:05
637,-50.91,24,FALL,22:20:10
638,-8.02,35,FALL,22:20:15
639,409.65,184,FALL,22:20:27
640,237.73,124,FALL,22:20:35
641,-8.16,36,FALL,22:20:41
642,191.70,117,FALL,22:20:49
643,-18.64,31,FALL,22:20:54
644,-45.89,22,FALL,22:20:59
645,182.49,107,FALL,22:21:07
646,75.18,65,FALL,22:21:13
647,197.12,107,FALL,22:21:21
648,393.18,191,FALL,22:21:33
649,228.64,121,FALL,22:21:41
650,306.98,150,FALL,22:21:51
651,125.36,82,FALL,22:21:58
652,160.65,99,FALL,22:22:06
653,31.42,52,FALL,22:22:11
654,-60.79,15,FALL,22:22:17
655,-28.21,26,FALL,22:22:21
656,75.26,68,FALL,22:22:27
657,-57.19,19,FALL,22:22:33
658,-50.89,19,FALL,22:22:37
659,13.18,44,FALL,22:22:42
660,376.83,179,FALL,22:22:53
661,48.55,56,FALL,22:23:00
662,16.19,46,FALL,22:23:05
663,-38.37,27,FALL,22:23:10
664,478.65,208,FALL,22:23:23
665,46.97,59,FALL,22:23:29
666,-65.70,14,FALL,22:23:34
667,66.93,61,FALL,22:23:40
668,1.43,39,FALL,22:23:46
669,-70.44,15,FALL,22:23:51
670,-64.54,16,FALL,22:23:56
671,-2.66,38,FALL,22:24:01
672,230.23,122,FALL,22:24:10
673,-22.69,28,FALL,22:24:16
674,369.36,174,FALL,22:24:26
675,303.61,147,FALL,22:24:37
676,56.44,61,FALL,22:24:43
677,477.07,212,FALL,22:24:56
678,44.80,52,FALL,22:25:02
679,95.99,71,FALL,22:25:10
680,8.09,39,FALL,22:25:15
681,-35.19,25,FALL,22:25:20
682,-51.20,21,FALL,22:25:26
683,119.34,83,FALL,22:25:33
684,166.79,105,FALL,22:25:41
685,19.68,46,FALL,22:25:47
686,199.62,112,FALL,22:25:55
687,172.49,102,FALL,22:26:03
688,154.59,96,FALL,22:26:11
689,565.28,241,FALL,22:26:25
690,236.07,125,FALL,22:26:34
691,-39.62,25,FALL,22:26:39
692,-54.85,18,FALL,22:26:44
693,68.41,60,FALL,22:26:51
694,4.24,41,FALL,22:26:56
695,122.85,80,FALL,22:27:03
696,32.04,51,FALL,22:27:09
697,26.52,47,FALL,22:27:14
698,20.49,47,FALL,22:27:20
699,64.97,63,FALL,22:27:27
700,111.30,79,FALL,22:27:34
701,136.15,90,FALL,22:27:41
702,-69.42,13,FALL,22:27:46
703,47.44,56,FALL,22:27:52
704,43.18,53,FALL,22:27:58
705,459.32,209,FALL,22:28:11
706,6.95,41,FALL,22:28:16
707,-11.17,36,FALL,22:28:22
708,-17.92,30,FALL,22:28:27
709,80.93,66,FALL,22:28:34
710,-10.59,32,FALL,22:28:39
711,563.21,237,FALL,22:28:52
712,346.26,160,FALL,22:29:03
713,430.47,200,FALL,22:29:14
714,460.96,208,FALL,22:29:26
715,138.73,85,FALL,22:29:34
716,164.00,99,FALL,22:29:42
717,121.06,83,FALL,22:29:49
718,161.64,95,FALL,22:29:58
719,462.37,206,FALL,22:30:10
720,81.29,68,FALL,22:30:17
721,262.87,131,FALL,22:30:25
722,534.75,234,FALL,22:30:38
723,20.33,45,FALL,22:30:45
