Episode,Reward,Steps,Reason,Time
423,844.83,200,FALL,20:57:42
424,1598.34,357,FALL,20:58:04
425,1655.66,370,FALL,20:58:27
426,908.52,213,FALL,20:58:42
427,1767.03,393,FALL,20:59:05
428,1579.09,355,FALL,20:59:28
429,806.17,192,FALL,20:59:42
430,788.36,187,FALL,20:59:55
431,907.69,214,FALL,21:00:10
432,983.37,228,FALL,21:00:25
433,2565.95,562,FALL,21:00:58
434,931.16,218,FALL,21:01:12
435,1730.84,385,FALL,21:01:35
436,1727.28,383,FALL,21:01:59
437,1553.11,348,FALL,21:02:20
438,845.83,202,FALL,21:02:34
439,1669.78,374,FALL,21:02:56
440,925.17,216,FALL,21:03:11
441,1744.90,390,FALL,21:03:34
442,1735.28,385,FALL,21:03:58
443,805.98,192,FALL,21:04:11
444,857.13,203,FALL,21:04:25
445,892.25,210,FALL,21:04:39
446,2485.20,544,FALL,21:05:09
447,1704.51,380,FALL,21:05:33
448,893.83,211,FALL,21:05:47
449,1592.46,355,FALL,21:06:08
450,878.43,207,FALL,21:06:22
451,936.58,220,FALL,21:06:37
452,808.14,193,FALL,21:06:50
453,1623.40,364,FALL,21:07:11
454,846.78,200,FALL,21:07:25
455,1631.21,364,FALL,21:07:46
456,841.76,200,FALL,21:08:00
457,926.51,217,FALL,21:08:15
458,803.15,191,FALL,21:08:28
459,904.06,211,FALL,21:08:42
460,4166.24,894,FALL,21:09:31
461,866.69,205,FALL,21:09:44
462,891.89,209,FALL,21:09:59
463,828.63,195,FALL,21:10:12
464,930.98,219,FALL,21:10:27
465,878.65,206,FALL,21:10:41
466,848.96,201,FALL,21:10:54
467,863.53,202,FALL,21:11:07
468,2365.34,518,FALL,21:11:37
469,1648.99,369,FALL,21:11:59
470,894.52,209,FALL,21:12:13
471,884.65,209,FALL,21:12:28
472,1770.34,390,FALL,21:12:51
473,1638.77,366,FALL,21:13:13
474,1009.17,234,FALL,21:13:29
475,2360.81,516,FALL,21:13:58
476,804.17,191,FALL,21:14:11
477,960.71,224,FALL,21:14:26
478,1631.97,363,FALL,21:14:48
479,924.11,215,FALL,21:15:02
480,2559.16,559,FALL,21:15:33
481,1003.29,233,FALL,21:15:49
482,919.00,216,FALL,21:16:03
483,2465.02,538,FALL,21:16:33
484,1844.19,407,FALL,21:16:57
485,817.78,193,FALL,21:17:10
486,3132.68,677,FALL,21:17:48
487,783.80,186,FALL,21:18:01
488,2439.44,530,FALL,21:18:31
489,912.80,214,FALL,21:18:45
490,889.79,208,FALL,21:18:59
491,941.89,219,FALL,21:19:12
492,894.32,210,FALL,21:19:27
493,908.94,212,FALL,21:19:41
494,861.03,203,FALL,21:19:54
495,939.03,219,FALL,21:20:09
496,1693.96,376,FALL,21:20:32
497,867.15,203,FALL,21:20:45
498,969.06,225,FALL,21:21:01
499,1647.14,367,FALL,21:21:23
500,823.28,197,FALL,21:21:36
501,898.14,210,FALL,21:21:49
502,1657.09,368,FALL,21:22:11
503,934.20,218,FALL,21:22:25
504,789.04,187,FALL,21:22:38
505,1635.99,365,FALL,21:23:00
506,1736.29,385,FALL,21:23:23
507,1625.11,361,FALL,21:23:45
508,906.73,212,FALL,21:23:59
509,938.32,218,FALL,21:24:14
510,1610.65,358,FALL,21:24:36
511,929.88,216,FALL,21:24:51
512,1755.53,387,FALL,21:25:15
513,1681.32,373,FALL,21:25:38
514,852.37,201,FALL,21:25:52
515,1533.00,343,FALL,21:26:12
516,942.99,219,FALL,21:26:27
517,928.13,216,FALL,21:26:42
518,4953.41,1053,FALL,21:27:39
519,1749.78,390,FALL,21:28:02
520,878.03,206,FALL,21:28:17
521,866.29,202,FALL,21:28:31
522,1707.54,378,FALL,21:28:54
523,917.65,214,FALL,21:29:09
524,1757.19,388,FALL,21:29:32
525,1633.30,362,FALL,21:29:54
526,825.87,194,FALL,21:30:07
527,1689.78,374,FALL,21:30:30
528,1018.51,234,FALL,21:30:46
529,816.29,192,FALL,21:30:59
530,808.38,191,FALL,21:31:12
531,959.21,223,FALL,21:31:27
532,832.59,196,FALL,21:31:40
533,2368.02,515,FALL,21:32:10
534,852.15,200,FALL,21:32:24
535,1681.62,370,FALL,21:32:46
536,2685.52,580,FALL,21:33:19
537,1757.96,390,FALL,21:33:42
538,923.78,214,FALL,21:33:57
539,882.38,207,FALL,21:34:11
540,816.47,194,FALL,21:34:24
541,3987.93,850,FALL,21:35:11
542,954.51,222,FALL,21:35:26
543,963.38,224,FALL,21:35:41
544,877.35,205,FALL,21:35:56
545,933.68,216,FALL,21:36:10
546,1736.19,383,FALL,21:36:34
547,2439.57,530,FALL,21:37:06
548,992.53,229,FALL,21:37:22
549,3427.06,734,FALL,21:38:03
550,858.01,201,FALL,21:38:17
551,1560.72,346,FALL,21:38:38
552,815.35,192,FALL,21:38:52
553,908.56,212,FALL,21:39:07
554,1621.80,360,FALL,21:39:30
555,863.42,201,FALL,21:39:44
556,871.31,204,FALL,21:39:58
557,1712.10,378,FALL,21:40:21
558,2416.11,525,FALL,21:40:51
559,964.96,223,FALL,21:41:06
560,3973.14,845,FALL,21:41:55
561,871.01,204,FALL,21:42:09
562,975.58,225,FALL,21:42:25
563,802.41,190,FALL,21:42:39
564,1667.93,368,FALL,21:43:01
565,940.50,219,FALL,21:43:17
566,787.03,186,FALL,21:43:30
567,830.94,195,FALL,21:43:44
568,802.05,189,FALL,21:43:57
569,911.63,212,FALL,21:44:13
570,833.46,195,FALL,21:44:27
571,2423.53,525,FALL,21:44:59
572,842.54,197,FALL,21:45:13
573,921.10,213,FALL,21:45:28
574,898.69,209,FALL,21:45:43
575,4137.63,880,FALL,21:46:34
576,973.09,225,FALL,21:46:50
577,1722.11,380,FALL,21:47:14
578,919.68,214,FALL,21:47:29
579,1665.79,367,FALL,21:47:52
580,847.80,199,FALL,21:48:05
581,1713.92,378,FALL,21:48:29
582,3241.77,693,FALL,21:49:10
583,3255.70,695,FALL,21:49:51
584,1758.51,388,FALL,21:50:16
585,4072.48,865,FALL,21:51:06
586,927.29,215,FALL,21:51:21
