Episode,Reward,Steps,Reason,Time
534,-39.73,8,FALL,12:39:15
535,-46.48,8,FALL,12:39:19
536,106.07,32,FALL,12:39:26
537,-26.30,11,FALL,12:39:30
538,222.91,54,FALL,12:39:39
539,188.34,40,FALL,12:39:47
540,41.32,17,FALL,12:39:51
541,-30.27,10,FALL,12:39:55
542,-42.60,8,FALL,12:40:04
543,-52.03,7,FALL,12:40:07
544,-31.37,10,FALL,12:40:11
545,-16.74,13,FALL,12:40:14
546,-62.20,5,FALL,12:40:18
547,333.86,65,FALL,12:40:24
548,48.79,21,FALL,12:40:28
549,206.14,41,FALL,12:40:34
550,43.19,24,FALL,12:40:38
551,179.05,39,FALL,12:40:43
552,79.68,28,FALL,12:40:50
553,69.77,24,FALL,12:40:54
554,54.02,28,FALL,12:40:59
555,-0.88,21,FALL,12:41:03
556,-34.28,10,FALL,12:41:06
557,-34.59,10,FALL,12:41:10
558,68.57,25,FALL,12:41:14
559,36.86,24,FALL,12:41:21
560,229.85,54,FALL,12:41:27
561,-52.88,8,FALL,12:41:30
562,-48.34,8,FALL,12:41:37
563,-25.52,11,FALL,12:41:40
564,-42.69,9,FALL,12:41:44
565,-51.12,9,FALL,12:41:50
566,59.34,26,FALL,12:41:57
567,-35.17,11,FALL,12:42:01
568,-47.94,7,FALL,12:42:07
569,-52.69,7,FALL,12:42:10
570,101.06,28,FALL,12:42:14
571,17.80,19,FALL,12:42:18
572,-54.50,8,FALL,12:42:25
573,-41.21,9,FALL,12:42:31
574,-44.84,8,FALL,12:42:38
575,-34.18,10,FALL,12:42:41
576,7.13,16,FALL,12:42:45
577,169.77,37,FALL,12:42:50
578,-7.46,15,FALL,12:42:54
579,116.27,31,FALL,12:43:02
580,3.23,16,FALL,12:43:06
581,-38.88,9,FALL,12:43:09
582,112.66,30,FALL,12:43:17
583,309.03,54,FALL,12:43:23
584,-50.75,7,FALL,12:43:26
585,587.53,107,FALL,12:43:35
586,31.43,17,FALL,12:43:42
587,383.37,71,FALL,12:43:52
588,116.88,27,FALL,12:43:56
589,-29.31,11,FALL,12:44:00
590,-59.54,6,FALL,12:44:06
591,-42.15,9,FALL,12:44:12
592,-45.58,7,FALL,12:44:16
593,165.72,50,FALL,12:44:25
594,-50.02,8,FALL,12:44:28
595,-26.36,14,FALL,12:44:31
596,137.92,31,FALL,12:44:36
597,-48.18,7,FALL,12:44:43
598,107.76,30,FALL,12:44:47
599,156.56,46,FALL,12:44:52
600,93.46,31,FALL,12:44:57
601,85.29,27,FALL,12:45:01
602,-51.56,9,FALL,12:45:04
603,179.59,43,FALL,12:45:12
604,57.82,26,FALL,12:45:19
605,-51.78,7,FALL,12:45:26
606,-28.99,12,FALL,12:45:29
607,-38.81,8,FALL,12:45:36
608,101.24,26,FALL,12:45:40
609,209.13,49,FALL,12:45:46
610,71.47,24,FALL,12:45:50
611,-47.15,8,FALL,12:45:57
612,32.49,19,FALL,12:46:01
613,-56.63,5,FALL,12:46:07
614,-24.73,12,FALL,12:46:11
615,70.58,26,FALL,12:46:18
616,-52.41,8,FALL,12:46:22
617,150.44,40,FALL,12:46:27
618,15.61,18,FALL,12:46:34
619,75.89,26,FALL,12:46:38
620,151.73,40,FALL,12:46:43
621,-42.69,9,FALL,12:46:52
622,-9.86,15,FALL,12:46:59
623,-45.30,8,FALL,12:47:02
624,-37.25,10,FALL,12:47:09
625,56.44,23,FALL,12:47:16
626,-36.76,9,FALL,12:47:20
627,80.19,26,FALL,12:47:27
628,26.69,21,FALL,12:47:31
629,270.90,61,FALL,12:47:37
630,69.79,22,FALL,12:47:41
631,-34.08,11,FALL,12:47:45
632,-46.39,8,FALL,12:47:48
633,2.86,18,FALL,12:47:52
634,23.71,20,FALL,12:47:56
635,318.60,73,FALL,12:48:06
636,171.49,44,FALL,12:48:14
637,453.42,94,FALL,12:48:23
638,81.22,28,FALL,12:48:27
639,164.18,38,FALL,12:48:32
640,-43.06,9,FALL,12:48:35
641,-20.69,13,FALL,12:48:39
642,-49.64,7,FALL,12:48:42
643,0.43,16,FALL,12:48:46
644,31.76,20,FALL,12:48:50
645,-48.70,7,FALL,12:48:53
646,44.79,22,FALL,12:48:57
647,-15.79,15,FALL,12:49:01
648,49.34,22,FALL,12:49:05
649,6.46,19,FALL,12:49:12
650,38.08,20,FALL,12:49:16
651,120.06,32,FALL,12:49:20
652,-34.28,9,FALL,12:49:24
653,-4.02,14,FALL,12:49:27
654,2.03,16,FALL,12:49:31
655,92.56,26,FALL,12:49:38
656,-53.71,6,FALL,12:49:42
657,84.60,27,FALL,12:49:46
658,93.54,35,FALL,12:49:51
659,86.43,26,FALL,12:49:55
660,-21.75,15,FALL,12:49:59
661,112.83,35,FALL,12:50:03
662,-18.41,13,FALL,12:50:10
663,-31.71,11,FALL,12:50:13
