x,y,z,hn,ht,dg,mct,mcn
0.01,0.06,0.12,0.463648,1.81099,2.29677,-0.534114,-0.463648
0.01,0.06,0.13,0.432408,1.64451,2.14743,-0.551249,-0.432408
0.01,0.06,0.14,0.404892,1.49228,1.99495,-0.551007,-0.404892
0.01,0.06,0.15,0.380506,1.3482,1.83664,-0.536765,-0.380506
0.01,0.06,0.16,0.358771,1.20756,1.66951,-0.510285,-0.358771
0.01,0.06,0.17,0.339293,1.06592,1.48965,-0.47206,-0.339293
0.01,0.06,0.18,0.321751,0.918074,1.29093,-0.421186,-0.321751
0.01,0.06,0.19,0.305879,0.75599,1.06211,-0.35445,-0.305879
0.01,0.06,0.2,0.291457,0.562087,0.776266,-0.262511,-0.291457
0.01,0.06,0.21,0.2783,0.251017,0.298456,-0.095771,-0.2783
0.01,0.07,0.1,0.610726,2.07995,2.50235,-0.470739,-0.610726
0.01,0.07,0.11,0.566729,1.88797,2.35991,-0.520272,-0.566729
0.01,0.07,0.12,0.528074,1.72053,2.21784,-0.545646,-0.528074
0.01,0.07,0.13,0.493941,1.56845,2.07316,-0.553047,-0.493941
0.01,0.07,0.14,0.463648,1.42575,1.92352,-0.5461,-0.463648
0.01,0.07,0.15,0.436627,1.28795,1.76651,-0.526892,-0.436627
0.01,0.07,0.16,0.41241,1.15111,1.59915,-0.496374,-0.41241
0.01,0.07,0.17,0.390607,1.01108,1.41716,-0.454414,-0.390607
0.01,0.07,0.18,0.370891,0.862338,1.21343,-0.399427,-0.370891
0.01,0.07,0.19,0.35299,0.695298,0.973907,-0.326941,-0.35299
0.01,0.07,0.2,0.336675,0.485278,0.660125,-0.22318,-0.336675
0.01,0.08,0.1,0.674741,1.93803,2.39906,-0.50936,-0.674741
0.01,0.08,0.11,0.628796,1.77505,2.26604,-0.539319,-0.628796
0.01,0.08,0.12,0.588003,1.62643,2.13012,-0.552023,-0.588003
0.01,0.08,0.13,0.551655,1.48703,1.98942,-0.550725,-0.551655
0.01,0.08,0.14,0.519146,1.35293,1.84204,-0.537444,-0.519146
0.01,0.08,0.15,0.489957,1.22076,1.6857,-0.513274,-0.489957
0.01,0.08,0.16,0.463648,1.08709,1.51722,-0.478461,-0.463648
0.01,0.08,0.17,0.439843,0.947779,1.33168,-0.432231,-0.439843
0.01,0.08,0.18,0.418224,0.796564,1.12035,-0.372118,-0.418224
0.01,0.08,0.19,0.398522,0.620935,0.864215,-0.291612,-0.398522
0.01,0.08,0.2,0.380506,0.379462,0.497972,-0.166842,-0.380506
0.01,0.09,0.1,0.732815,1.80368,2.29059,-0.535239,-0.732815
0.01,0.09,0.11,0.68573,1.66294,2.16484,-0.550238,-0.68573
0.01,0.09,0.12,0.643501,1.5297,2.03386,-0.552489,-0.643501
0.01,0.09,0.13,0.605545,1.40106,1.89627,-0.543546,-0.605545
0.01,0.09,0.14,0.571337,1.27433,1.75035,-0.524351,-0.571337
0.01,0.09,0.15,0.54042,1.14681,1.59372,-0.495241,-0.54042
0.01,0.09,0.16,0.512389,1.01529,1.42279,-0.455823,-0.512389
0.01,0.09,0.17,0.486899,0.875283,1.23155,-0.404598,-0.486899
0.01,0.09,0.18,0.463648,0.71898,1.00847,-0.337823,-0.463648
0.01,0.09,0.19,0.442374,0.527829,0.724644,-0.245147,-0.442374
0.01,0.09,0.2,0.422854,0.189549,0.20217,-0.0609531,-0.422854
0.01,0.1,0.1,0.785398,1.67543,2.17652,-0.549427,-0.785398
0.01,0.1,0.11,0.737815,1.55167,2.05627,-0.552927,-0.737815
0.01,0.1,0.12,0.694738,1.43074,1.92898,-0.546569,-0.694738
0.01,0.1,0.13,0.655696,1.31087,1.79345,-0.530914,-0.655696
0.01,0.1,0.14,0.620249,1.19007,1.64791,-0.506169,-0.620249
0.01,0.1,0.15,0.588003,1.06592,1.48965,-0.47206,-0.588003
0.01,0.1,0.16,0.558599,0.935068,1.31429,-0.427553,-0.558599
0.01,0.1,0.17,0.531724,0.792104,1.11398,-0.370205,-0.531724
0.01,0.1,0.18,0.507099,0.626078,0.871855,-0.294109,-0.507099
0.01,0.1,0.19,0.484478,0.40284,0.533989,-0.179481,-0.484478
0.02,-0.1,0.1,-0.785398,1.76158,2.1474,-0.434152,0.785398
0.02,-0.1,0.11,-0.737815,1.63313,2.02912,-0.44432,0.737815
0.02,-0.1,0.12,-0.694738,1.50734,1.90329,-0.444276,0.694738
0.02,-0.1,0.13,-0.655696,1.3826,1.76873,-0.434458,0.655696
0.02,-0.1,0.14,-0.620249,1.257,1.62368,-0.415006,0.620249
0.02,-0.1,0.15,-0.588003,1.1281,1.46536,-0.385598,0.588003
0.02,-0.1,0.16,-0.558599,0.992406,1.28921,-0.345133,0.558599
0.02,-0.1,0.17,-0.531724,0.844188,1.08685,-0.290996,0.531724
0.02,-0.1,0.18,-0.507099,0.67146,0.839835,-0.216707,0.507099
0.02,-0.1,0.19,-0.484478,0.433857,0.484385,-0.0988605,0.484478
0.02,-0.09,0.1,-0.732815,1.89403,2.25887,-0.413169,0.732815
0.02,-0.09,0.11,-0.68573,1.74864,2.13595,-0.435638,0.68573
0.02,-0.09,0.12,-0.643501,1.61029,2.00701,-0.445052,0.643501
0.02,-0.09,0.13,-0.605545,1.47644,1.87086,-0.442745,0.605545
0.02,-0.09,0.14,-0.571337,1.3446,1.72583,-0.429565,0.571337
0.02,-0.09,0.15,-0.54042,1.21207,1.56954,-0.405806,0.54042
0.02,-0.09,0.16,-0.512389,1.07558,1.39829,-0.371042,0.512389
0.02,-0.09,0.17,-0.486899,0.930438,1.20579,-0.323684,0.486899
0.02,-0.09,0.18,-0.463648,0.768259,0.979627,-0.2597,0.463648
0.02,-0.09,0.19,-0.442374,0.568244,0.687376,-0.167464,0.442374
0.02,-0.08,0.1,-0.674741,2.03154,2.36396,-0.38076,0.674741
0.02,-0.08,0.11,-0.628796,1.86455,2.23495,-0.418734,0.628796
0.02,-0.08,0.12,-0.588003,1.71078,2.10184,-0.439395,0.588003
0.02,-0.08,0.13,-0.551655,1.56591,1.96311,-0.445535,0.551655
0.02,-0.08,0.14,-0.519146,1.42636,1.81703,-0.438999,0.519146
0.02,-0.08,0.15,-0.489957,1.28889,1.66139,-0.42083,0.489957
0.02,-0.08,0.16,-0.463648,1.15006,1.49299,-0.391255,0.463648
0.02,-0.08,0.17,-0.439843,1.00558,1.30671,-0.349463,0.439843
0.02,-0.08,0.18,-0.418224,0.848815,1.09331,-0.292829,0.418224
0.02,-0.08,0.19,-0.398522,0.666085,0.831977,-0.214225,0.398522
0.02,-0.08,0.2,-0.380506,0.407934,0.44472,-0.0851182,0.380506
0.02,-0.07,0.1,-0.610726,2.17467,2.46286,-0.336527,0.610726
0.02,-0.07,0.11,-0.566729,1.98049,2.32616,-0.394,0.566729
0.02,-0.07,0.12,-0.528074,1.80826,2.18787,-0.427948,0.528074
0.02,-0.07,0.13,-0.493941,1.65057,2.04578,-0.443542,0.493941
0.02,-0.07,0.14,-0.463648,1.50214,1.89787,-0.44406,0.463648
0.02,-0.07,0.15,-0.436627,1.35876,1.74192,-0.43149,0.436627
0.02,-0.07,0.16,-0.41241,1.21653,1.57497,-0.406772,0.41241
0.02,-0.07,0.17,-0.390607,1.07121,1.39265,-0.369767,0.390607
0.02,-0.07,0.18,-0.370891,0.917019,1.1875,-0.318809,0.370891
0.02,-0.07,0.19,-0.35299,0.743629,0.944373,-0.249076,0.35299
0.02,-0.07,0.2,-0.336675,0.523046,0.61963,-0.144916,0.336675
0.02,-0.06,0.1,-0.54042,2.32321,2.55549,-0.280615,0.54042
0.02,-0.06,0.11,-0.499347,2.09526,2.40925,-0.36232,0.499347
0.02,-0.06,0.12,-0.463648,1.90155,2.26489,-0.411668,0.463648
0.02,-0.06,0.13,-0.432408,1.72954,2.11885,-0.437644,0.432408
0.02,-0.06,0.14,-0.404892,1.57137,1.96858,-0.445542,0.404892
0.02,-0.06,0.15,-0.380506,1.42144,1.81166,-0.438547,0.380506
0.02,-0.06,0.16,-0.358771,1.27518,1.64524,-0.418398,0.358771
0.02,-0.06,0.17,-0.339293,1.1281,1.46536,-0.385598,0.339293
0.02,-0.06,0.18,-0.321751,0.974792,1.26568,-0.339217,0.321751
0.02,-0.06,0.19,-0.305879,0.806707,1.0342,-0.275829,0.305879
0.02,-0.06,0.2,-0.291457,0.604379,0.74112,-0.185074,0.291457
0.02,-0.06,0.21,-0.2783,0.250237,0.200487,0.00141754,0.2783
0.02,-0.05,0.1,-0.463648,2.47558,2.64144,-0.214189,0.463648
0.02,-0.05,0.11,-0.426627,2.20657,2.48357,-0.325331,0.426627
0.02,-0.05,0.12,-0.394791,1.98879,2.3324,-0.391943,0.394791
0.02,-0.05,0.13,-0.367174,1.80145,2.18205,-0.428935,0.367174
0.02,-0.05,0.14,-0.343024,1.63313,2.02912,-0.44432,0.343024
0.02,-0.05,0.15,-0.321751,1.47644,1.87086,-0.442745,0.321751
0.02,-0.05,0.16,-0.302885,1.32587,1.70437,-0.426834,0.302885
0.02,-0.05,0.17,-0.286051,1.17653,1.52592,-0.397726,0.286051
0.02,-0.05,0.18,-0.270947,1.02312,1.32988,-0.355094,0.270947
0.02,-0.05,0.19,-0.257324,0.858036,1.10616,-0.296456,0.257324
0.02,-0.05,0.2,-0.244979,0.666085,0.831977,-0.214225,0.244979
0.02,-0.05,0.21,-0.233743,0.389423,0.416306,-0.0752145,0.233743
0.02,-0.04,0.1,-0.380506,2.62809,2.71984,-0.140084,0.380506
0.02,-0.04,0.11,-0.348771,2.31073,2.54807,-0.285667,0.348771
0.02,-0.04,0.12,-0.321751,2.06736,2.38967,-0.37065,0.321751
0.02,-0.04,0.13,-0.298499,1.86455,2.23495,-0.418734,0.298499
0.02,-0.04,0.14,-0.2783,1.68629,2.07931,-0.441354,0.2783
0.02,-0.04,0.15,-0.260602,1.52305,1.91955,-0.444825,0.260602
0.02,-0.04,0.16,-0.244979,1.36826,1.75264,-0.432714,0.244979
0.02,-0.04,0.17,-0.231091,1.21653,1.57497,-0.406772,0.231091
0.02,-0.04,0.18,-0.218669,1.06247,1.38133,-0.367187,0.218669
0.02,-0.04,0.19,-0.207496,0.899027,1.16284,-0.312149,0.207496
0.02,-0.04,0.2,-0.197396,0.713343,0.900723,-0.235712,0.197396
0.02,-0.04,0.21,-0.188222,0.465749,0.532972,-0.115554,0.188222
0.02,-0.03,0.1,-0.291457,2.77368,2.78896,-0.063613,0.291457
0.02,-0.03,0.11,-0.266252,2.40256,2.6013,-0.247069,0.266252
0.02,-0.03,0.12,-0.244979,2.134,2.43579,-0.350115,0.244979
0.02,-0.03,0.13,-0.226799,1.91679,2.27699,-0.408531,0.226799
0.02,-0.03,0.14,-0.211093,1.72954,2.11885,-0.437644,0.211093
0.02,-0.03,0.15,-0.197396,1.56047,1.95765,-0.445509,0.197396
0.02,-0.03,0.16,-0.185348,1.40191,1.79019,-0.436606,0.185348
0.02,-0.03,0.17,-0.174672,1.24796,1.61288,-0.413248,0.174672
0.02,-0.03,0.18,-0.165149,1.09307,1.42078,-0.376048,0.165149
0.02,-0.03,0.19,-0.156602,0.930438,1.20579,-0.323684,0.156602
0.02,-0.03,0.2,-0.14889,0.748596,0.951501,-0.251237,0.14889
0.02,-0.03,0.21,-0.141897,0.516259,0.60941,-0.141483,0.141897
0.02,-0.02,0.1,-0.197396,2.90045,2.84558,0.00654377,0.197396
0.02,-0.02,0.11,-0.179853,2.47558,2.64144,-0.214189,0.179853
0.02,-0.02,0.12,-0.165149,2.18516,2.46973,-0.332895,0.165149
0.02,-0.02,0.13,-0.152649,1.95606,2.30757,-0.399839,0.152649
0.02,-0.02,0.14,-0.141897,1.76158,2.1474,-0.434152,0.141897
0.02,-0.02,0.15,-0.132552,1.5879,1.98501,-0.44545,0.132552
0.02,-0.02,0.16,-0.124355,1.42636,1.81703,-0.438999,0.124355
0.02,-0.02,0.17,-0.117109,1.27062,1.63986,-0.417566,0.117109
0.02,-0.02,0.18,-0.110657,1.11495,1.4487,-0.382089,0.110657
0.02,-0.02,0.19,-0.104877,0.95268,1.23593,-0.331585,0.104877
0.02,-0.02,0.2,-0.0996687,0.773126,0.986566,-0.261773,0.0996687
0.02,-0.02,0.21,-0.0949517,0.549329,0.659094,-0.158097,0.0949517
0.02,-0.01,0.1,-0.0996687,2.99059,2.88426,0.0580012,0.0996687
0.02,-0.01,0.11,-0.0906599,2.52303,2.66658,-0.191877,0.0906599
0.02,-0.01,0.12,-0.0831412,2.21749,2.49055,-0.321392,0.0831412
0.02,-0.01,0.13,-0.0767719,1.98049,2.32616,-0.394,0.0767719
0.02,-0.01,0.14,-0.0713075,1.78131,2.16467,-0.43169,0.0713075
0.02,-0.01,0.15,-0.0665682,1.60465,2.0015,-0.445182,0.0665682
0.02,-0.01,0.16,-0.0624188,1.44122,1.83316,-0.440273,0.0624188
0.02,-0.01,0.17,-0.0587558,1.28431,1.65601,-0.42003,0.0587558
0.02,-0.01,0.18,-0.0554985,1.1281,1.46536,-0.385598,0.0554985
0.02,-0.01,0.19,-0.0525831,0.965961,1.25382,-0.336196,0.0525831
0.02,-0.01,0.2,-0.0499584,0.787618,1.00718,-0.267892,0.0499584
0.02,-0.01,0.21,-0.0475831,0.568244,0.687376,-0.167464,0.0475831
0.02,-1.04083e-17,0.1,-1.04083e-16,3.02392,2.89829,0.0772984,1.04083e-16
0.02,-1.04083e-17,0.11,-9.46213e-17,2.53954,2.67516,-0.183951,9.46213e-17
0.02,-1.04083e-17,0.12,-8.67362e-17,2.22856,2.49758,-0.317344,8.67362e-17
0.02,-1.04083e-17,0.13,-8.00642e-17,1.98879,2.3324,-0.391943,8.00642e-17
0.02,-1.04083e-17,0.14,-7.43453e-17,1.78798,2.17045,-0.430805,7.43453e-17
0.02,-1.04083e-17,0.15,-6.93889e-17,1.61029,2.00701,-0.445052,6.93889e-17
0.02,-1.04083e-17,0.16,-6.50521e-17,1.4462,1.83854,-0.440669,6.50521e-17
0.02,-1.04083e-17,0.17,-6.12255e-17,1.28889,1.66139,-0.42083,6.12255e-17
0.02,-1.04083e-17,0.18,-5.78241e-17,1.13248,1.4709,-0.386749,5.78241e-17
0.02,-1.04083e-17,0.19,-5.47807e-17,0.970378,1.25976,-0.337712,5.47807e-17
0.02,-1.04083e-17,0.2,-5.20417e-17,0.792415,1.01398,-0.269899,5.20417e-17
0.02,-1.04083e-17,0.21,-4.95635e-17,0.574414,0.69658,-0.170498,4.95635e-17
0.02,0.01,0.1,0.0996687,2.99059,2.88426,0.0580012,-0.0996687
0.02,0.01,0.11,0.0906599,2.52303,2.66658,-0.191877,-0.0906599
0.02,0.01,0.12,0.0831412,2.21749,2.49055,-0.321392,-0.0831412
0.02,0.01,0.13,0.0767719,1.98049,2.32616,-0.394,-0.0767719
0.02,0.01,0.14,0.0713075,1.78131,2.16467,-0.43169,-0.0713075
0.02,0.01,0.15,0.0665682,1.60465,2.0015,-0.445182,-0.0665682
0.02,0.01,0.16,0.0624188,1.44122,1.83316,-0.440273,-0.0624188
0.02,0.01,0.17,0.0587558,1.28431,1.65601,-0.42003,-0.0587558
0.02,0.01,0.18,0.0554985,1.1281,1.46536,-0.385598,-0.0554985
0.02,0.01,0.19,0.0525831,0.965961,1.25382,-0.336196,-0.0525831
0.02,0.01,0.2,0.0499584,0.787618,1.00718,-0.267892,-0.0499584
0.02,0.01,0.21,0.0475831,0.568244,0.687376,-0.167464,-0.0475831
0.02,0.02,0.1,0.197396,2.90045,2.84558,0.00654377,-0.197396
0.02,0.02,0.11,0.179853,2.47558,2.64144,-0.214189,-0.179853
0.02,0.02,0.12,0.165149,2.18516,2.46973,-0.332895,-0.165149
0.02,0.02,0.13,0.152649,1.95606,2.30757,-0.399839,-0.152649
0.02,0.02,0.14,0.141897,1.76158,2.1474,-0.434152,-0.141897
0.02,0.02,0.15,0.132552,1.5879,1.98501,-0.44545,-0.132552
0.02,0.02,0.16,0.124355,1.42636,1.81703,-0.438999,-0.124355
0.02,0.02,0.17,0.117109,1.27062,1.63986,-0.417566,-0.117109
0.02,0.02,0.18,0.110657,1.11495,1.4487,-0.382089,-0.110657
0.02,0.02,0.19,0.104877,0.95268,1.23593,-0.331585,-0.104877
0.02,0.02,0.2,0.0996687,0.773126,0.986566,-0.261773,-0.0996687
0.02,0.02,0.21,0.0949517,0.549329,0.659094,-0.158097,-0.0949517
0.02,0.03,0.1,0.291457,2.77368,2.78896,-0.063613,-0.291457
0.02,0.03,0.11,0.266252,2.40256,2.6013,-0.247069,-0.266252
0.02,0.03,0.12,0.244979,2.134,2.43579,-0.350115,-0.244979
0.02,0.03,0.13,0.226799,1.91679,2.27699,-0.408531,-0.226799
0.02,0.03,0.14,0.211093,1.72954,2.11885,-0.437644,-0.211093
0.02,0.03,0.15,0.197396,1.56047,1.95765,-0.445509,-0.197396
0.02,0.03,0.16,0.185348,1.40191,1.79019,-0.436606,-0.185348
0.02,0.03,0.17,0.174672,1.24796,1.61288,-0.413248,-0.174672
0.02,0.03,0.18,0.165149,1.09307,1.42078,-0.376048,-0.165149
0.02,0.03,0.19,0.156602,0.930438,1.20579,-0.323684,-0.156602
0.02,0.03,0.2,0.14889,0.748596,0.951501,-0.251237,-0.14889
0.02,0.03,0.21,0.141897,0.516259,0.60941,-0.141483,-0.141897
0.02,0.04,0.1,0.380506,2.62809,2.71984,-0.140084,-0.380506
0.02,0.04,0.11,0.348771,2.31073,2.54807,-0.285667,-0.348771
0.02,0.04,0.12,0.321751,2.06736,2.38967,-0.37065,-0.321751
0.02,0.04,0.13,0.298499,1.86455,2.23495,-0.418734,-0.298499
0.02,0.04,0.14,0.2783,1.68629,2.07931,-0.441354,-0.2783
0.02,0.04,0.15,0.260602,1.52305,1.91955,-0.444825,-0.260602
0.02,0.04,0.16,0.244979,1.36826,1.75264,-0.432714,-0.244979
0.02,0.04,0.17,0.231091,1.21653,1.57497,-0.406772,-0.231091
0.02,0.04,0.18,0.218669,1.06247,1.38133,-0.367187,-0.218669
0.02,0.04,0.19,0.207496,0.899027,1.16284,-0.312149,-0.207496
0.02,0.04,0.2,0.197396,0.713343,0.900723,-0.235712,-0.197396
0.02,0.04,0.21,0.188222,0.465749,0.532972,-0.115554,-0.188222
0.02,0.05,0.1,0.463648,2.47558,2.64144,-0.214189,-0.463648
0.02,0.05,0.11,0.426627,2.20657,2.48357,-0.325331,-0.426627
0.02,0.05,0.12,0.394791,1.98879,2.3324,-0.391943,-0.394791
0.02,0.05,0.13,0.367174,1.80145,2.18205,-0.428935,-0.367174
0.02,0.05,0.14,0.343024,1.63313,2.02912,-0.44432,-0.343024
0.02,0.05,0.15,0.321751,1.47644,1.87086,-0.442745,-0.321751
0.02,0.05,0.16,0.302885,1.32587,1.70437,-0.426834,-0.302885
0.02,0.05,0.17,0.286051,1.17653,1.52592,-0.397726,-0.286051
0.02,0.05,0.18,0.270947,1.02312,1.32988,-0.355094,-0.270947
0.02,0.05,0.19,0.257324,0.858036,1.10616,-0.296456,-0.257324
0.02,0.05,0.2,0.244979,0.666085,0.831977,-0.214225,-0.244979
0.02,0.05,0.21,0.233743,0.389423,0.416306,-0.0752145,-0.233743
0.02,0.06,0.1,0.54042,2.32321,2.55549,-0.280615,-0.54042
0.02,0.06,0.11,0.499347,2.09526,2.40925,-0.36232,-0.499347
0.02,0.06,0.12,0.463648,1.90155,2.26489,-0.411668,-0.463648
0.02,0.06,0.13,0.432408,1.72954,2.11885,-0.437644,-0.432408
0.02,0.06,0.14,0.404892,1.57137,1.96858,-0.445542,-0.404892
0.02,0.06,0.15,0.380506,1.42144,1.81166,-0.438547,-0.380506
0.02,0.06,0.16,0.358771,1.27518,1.64524,-0.418398,-0.358771
0.02,0.06,0.17,0.339293,1.1281,1.46536,-0.385598,-0.339293
0.02,0.06,0.18,0.321751,0.974792,1.26568,-0.339217,-0.321751
0.02,0.06,0.19,0.305879,0.806707,1.0342,-0.275829,-0.305879
0.02,0.06,0.2,0.291457,0.604379,0.74112,-0.185074,-0.291457
0.02,0.06,0.21,0.2783,0.250237,0.200487,0.00141754,-0.2783
0.02,0.07,0.1,0.610726,2.17467,2.46286,-0.336527,-0.610726
0.02,0.07,0.11,0.566729,1.98049,2.32616,-0.394,-0.566729
0.02,0.07,0.12,0.528074,1.80826,2.18787,-0.427948,-0.528074
0.02,0.07,0.13,0.493941,1.65057,2.04578,-0.443542,-0.493941
0.02,0.07,0.14,0.463648,1.50214,1.89787,-0.44406,-0.463648
0.02,0.07,0.15,0.436627,1.35876,1.74192,-0.43149,-0.436627
0.02,0.07,0.16,0.41241,1.21653,1.57497,-0.406772,-0.41241
0.02,0.07,0.17,0.390607,1.07121,1.39265,-0.369767,-0.390607
0.02,0.07,0.18,0.370891,0.917019,1.1875,-0.318809,-0.370891
0.02,0.07,0.19,0.35299,0.743629,0.944373,-0.249076,-0.35299
0.02,0.07,0.2,0.336675,0.523046,0.61963,-0.144916,-0.336675
0.02,0.08,0.1,0.674741,2.03154,2.36396,-0.38076,-0.674741
0.02,0.08,0.11,0.628796,1.86455,2.23495,-0.418734,-0.628796
0.02,0.08,0.12,0.588003,1.71078,2.10184,-0.439395,-0.588003
0.02,0.08,0.13,0.551655,1.56591,1.96311,-0.445535,-0.551655
0.02,0.08,0.14,0.519146,1.42636,1.81703,-0.438999,-0.519146
0.02,0.08,0.15,0.489957,1.28889,1.66139,-0.42083,-0.489957
0.02,0.08,0.16,0.463648,1.15006,1.49299,-0.391255,-0.463648
0.02,0.08,0.17,0.439843,1.00558,1.30671,-0.349463,-0.439843
0.02,0.08,0.18,0.418224,0.848815,1.09331,-0.292829,-0.418224
0.02,0.08,0.19,0.398522,0.666085,0.831977,-0.214225,-0.398522
0.02,0.08,0.2,0.380506,0.407934,0.44472,-0.0851182,-0.380506
0.02,0.09,0.1,0.732815,1.89403,2.25887,-0.413169,-0.732815
0.02,0.09,0.11,0.68573,1.74864,2.13595,-0.435638,-0.68573
0.02,0.09,0.12,0.643501,1.61029,2.00701,-0.445052,-0.643501
0.02,0.09,0.13,0.605545,1.47644,1.87086,-0.442745,-0.605545
0.02,0.09,0.14,0.571337,1.3446,1.72583,-0.429565,-0.571337
0.02,0.09,0.15,0.54042,1.21207,1.56954,-0.405806,-0.54042
0.02,0.09,0.16,0.512389,1.07558,1.39829,-0.371042,-0.512389
0.02,0.09,0.17,0.486899,0.930438,1.20579,-0.323684,-0.486899
0.02,0.09,0.18,0.463648,0.768259,0.979627,-0.2597,-0.463648
0.02,0.09,0.19,0.442374,0.568244,0.687376,-0.167464,-0.442374
0.02,0.1,0.1,0.785398,1.76158,2.1474,-0.434152,-0.785398
0.02,0.1,0.11,0.737815,1.63313,2.02912,-0.44432,-0.737815
0.02,0.1,0.12,0.694738,1.50734,1.90329,-0.444276,-0.694738
0.02,0.1,0.13,0.655696,1.3826,1.76873,-0.434458,-0.655696
0.02,0.1,0.14,0.620249,1.257,1.62368,-0.415006,-0.620249
0.02,0.1,0.15,0.588003,1.1281,1.46536,-0.385598,-0.588003
0.02,0.1,0.16,0.558599,0.992406,1.28921,-0.345133,-0.558599
0.02,0.1,0.17,0.531724,0.844188,1.08685,-0.290996,-0.531724
0.02,0.1,0.18,0.507099,0.67146,0.839835,-0.216707,-0.507099
0.02,0.1,0.19,0.484478,0.433857,0.484385,-0.0988605,-0.484478
0.03,-0.1,0.1,-0.785398,1.82512,2.10004,-0.323252,0.785398
0.03,-0.1,0.11,-0.737815,1.69496,1.98466,-0.338036,0.737815
0.03,-0.1,0.12,-0.694738,1.56659,1.86095,-0.342695,0.694738
0.03,-0.1,0.13,-0.655696,1.4387,1.72779,-0.337422,0.655696
0.03,-0.1,0.14,-0.620249,1.30951,1.58336,-0.322182,0.620249
0.03,-0.1,0.15,-0.588003,1.17658,1.42474,-0.296498,0.588003
0.03,-0.1,0.16,-0.558599,1.03625,1.24699,-0.259075,0.558599
0.03,-0.1,0.17,-0.531724,0.882182,1.04075,-0.206903,0.531724
0.03,-0.1,0.18,-0.507099,0.700358,0.784301,-0.132275,0.507099
0.03,-0.1,0.19,-0.484478,0.434804,0.389081,-0.00260964,0.484478
0.03,-0.09,0.1,-0.732815,1.95799,2.20775,-0.298101,0.732815
0.03,-0.09,0.11,-0.68573,1.81206,2.08891,-0.325184,0.68573
0.03,-0.09,0.12,-0.643501,1.67171,1.96299,-0.339617,0.643501
0.03,-0.09,0.13,-0.605545,1.53496,1.82894,-0.342311,0.605545
0.03,-0.09,0.14,-0.571337,1.39964,1.68516,-0.333853,0.571337
0.03,-0.09,0.15,-0.54042,1.2632,1.52923,-0.31436,0.54042
0.03,-0.09,0.16,-0.512389,1.12232,1.35723,-0.283239,0.512389
0.03,-0.09,0.17,-0.486899,0.971964,1.16228,-0.238644,0.486899
0.03,-0.09,0.18,-0.463648,0.802696,0.930255,-0.175892,0.463648
0.03,-0.09,0.19,-0.442374,0.588947,0.621149,-0.0805345,0.442374
0.03,-0.08,0.1,-0.674741,2.09392,2.30808,-0.262498,0.674741
0.03,-0.08,0.11,-0.628796,1.92856,2.18474,-0.30452,0.628796
0.03,-0.08,0.12,-0.588003,1.77378,2.05572,-0.330275,0.588003
0.03,-0.08,0.13,-0.551655,1.62644,1.91987,-0.341762,0.551655
0.03,-0.08,0.14,-0.519146,1.48362,1.77568,-0.340399,0.519146
0.03,-0.08,0.15,-0.489957,1.34234,1.62099,-0.326983,0.489957
0.03,-0.08,0.16,-0.463648,1.19925,1.45249,-0.301572,0.463648
0.03,-0.08,0.17,-0.439843,1.0499,1.26472,-0.263156,0.439843
0.03,-0.08,0.18,-0.418224,0.88701,1.04738,-0.208701,0.418224
0.03,-0.08,0.19,-0.398522,0.694628,0.776013,-0.129718,0.398522
0.03,-0.08,0.2,-0.380506,0.402209,0.33918,0.0146967,0.380506
0.03,-0.07,0.1,-0.610726,2.23257,2.40101,-0.216769,0.610726
0.03,-0.07,0.11,-0.566729,2.04373,2.27216,-0.276755,0.566729
0.03,-0.07,0.12,-0.528074,1.87213,2.13928,-0.315489,0.528074
0.03,-0.07,0.13,-0.493941,1.71269,2.00097,-0.336613,0.493941
0.03,-0.07,0.14,-0.463648,1.56127,1.85561,-0.342673,0.463648
0.03,-0.07,0.15,-0.436627,1.4142,1.70116,-0.335289,0.436627
0.03,-0.07,0.16,-0.41241,1.26781,1.53467,-0.315192,0.41241
0.03,-0.07,0.17,-0.390607,1.11781,1.35154,-0.282065,0.390607
0.03,-0.07,0.18,-0.370891,0.958022,1.14365,-0.233955,0.370891
0.03,-0.07,0.19,-0.35299,0.776786,0.893681,-0.165227,0.35299
0.03,-0.07,0.2,-0.336675,0.53881,0.54642,-0.0559425,0.336675
0.03,-0.06,0.1,-0.54042,2.37253,2.48619,-0.161998,0.54042
0.03,-0.06,0.11,-0.499347,2.15605,2.35084,-0.243122,0.499347
0.03,-0.06,0.12,-0.463648,1.96548,2.21354,-0.296392,0.463648
0.03,-0.06,0.13,-0.432408,1.79276,2.07228,-0.327858,0.432408
0.03,-0.06,0.14,-0.404892,1.63202,1.92525,-0.341565,0.404892
0.03,-0.06,0.15,-0.380506,1.47857,1.77036,-0.340125,0.380506
0.03,-0.06,0.16,-0.358771,1.32822,1.60488,-0.324995,0.358771
0.03,-0.06,0.17,-0.339293,1.17658,1.42474,-0.296498,0.339293
0.03,-0.06,0.18,-0.321751,1.01799,1.22313,-0.253474,0.321751
0.03,-0.06,0.19,-0.305879,0.84301,0.986626,-0.191949,0.305879
0.03,-0.06,0.2,-0.291457,0.628336,0.679305,-0.0993016,0.291457
0.03,-0.05,0.1,-0.463648,2.51088,2.56296,-0.100419,0.463648
0.03,-0.05,0.11,-0.426627,2.263,2.42023,-0.20556,0.426627
0.03,-0.05,0.12,-0.394791,2.05192,2.2781,-0.274518,0.394791
