x,y,z,hn,ht,dg,mct,mcn
-0.08,0.06,0.13,0.432408,0.324962,1.60827,-1.33164,-0.432408
-0.08,0.06,0.14,0.404892,0.275628,1.47446,-1.24717,-0.404892
-0.08,0.06,0.15,0.380506,0.21246,1.32326,-1.15913,-0.380506
-0.08,0.06,0.16,0.358771,0.132538,1.14924,-1.06503,-0.358771
-0.08,0.06,0.17,0.339293,0.0292921,0.941226,-0.960266,-0.339293
-0.08,0.06,0.18,0.321751,-0.115351,0.669766,-0.833449,-0.321751
-0.08,0.06,0.19,0.305879,-0.447549,0.102323,-0.598204,-0.305879
-0.08,0.07,0.1,0.610726,0.392514,1.87006,-1.52587,-0.610726
-0.08,0.07,0.11,0.566729,0.373705,1.77419,-1.44882,-0.566729
-0.08,0.07,0.12,0.528074,0.343778,1.66604,-1.37059,-0.528074
-0.08,0.07,0.13,0.493941,0.302373,1.54456,-1.29052,-0.493941
-0.08,0.07,0.14,0.463648,0.248612,1.40779,-1.20751,-0.463648
-0.08,0.07,0.15,0.436627,0.180624,1.25216,-1.11987,-0.436627
-0.08,0.07,0.16,0.41241,0.094506,1.07084,-1.02467,-0.41241
-0.08,0.07,0.17,0.390607,-0.0187231,0.848956,-0.916012,-0.390607
-0.08,0.07,0.18,0.370891,-0.187715,0.540324,-0.776371,-0.370891
-0.08,0.08,0.1,0.674741,0.380003,1.80187,-1.4702,-0.674741
-0.08,0.08,0.11,0.628796,0.355155,1.70403,-1.3972,-0.628796
-0.08,0.08,0.12,0.588003,0.319947,1.59368,-1.32206,-0.588003
-0.08,0.08,0.13,0.551655,0.273624,1.46939,-1.2441,-0.551655
-0.08,0.08,0.14,0.519146,0.214816,1.32863,-1.16215,-0.519146
-0.08,0.08,0.15,0.489957,0.140901,1.16681,-1.07424,-0.489957
-0.08,0.08,0.16,0.463648,0.0464711,0.974851,-0.976712,-0.463648
-0.08,0.08,0.17,0.439843,-0.0819139,0.730887,-0.861133,-0.439843
-0.08,0.08,0.18,0.418224,-0.304324,0.338949,-0.691605,-0.418224
-0.08,0.09,0.1,0.732815,0.36047,1.72287,-1.41073,-0.732815
-0.08,0.09,0.11,0.68573,0.329855,1.6228,-1.34128,-0.68573
-0.08,0.09,0.12,0.643501,0.289307,1.50971,-1.26874,-0.643501
-0.08,0.09,0.13,0.605545,0.237663,1.38169,-1.19236,-0.605545
-0.08,0.09,0.14,0.571337,0.172946,1.2354,-1.11078,-0.571337
-0.08,0.09,0.15,0.54042,0.0914511,1.06464,-1.02153,-0.54042
-0.08,0.09,0.16,0.512389,-0.0148361,0.856338,-0.919507,-0.512389
-0.08,0.09,0.17,0.486899,-0.169498,0.572564,-0.790395,-0.486899
-0.08,0.1,0.1,0.785398,0.333048,1.63246,-1.34774,-0.785398
-0.08,0.1,0.11,0.737815,0.296849,1.52967,-1.28116,-0.737815
-0.08,0.1,0.12,0.694738,0.250764,1.41298,-1.21055,-0.694738
-0.08,0.1,0.13,0.655696,0.193141,1.27979,-1.13498,-0.655696
-0.08,0.1,0.14,0.620249,0.121155,1.12553,-1.0527,-0.620249
-0.08,0.1,0.15,0.588003,0.0292921,0.941226,-0.960266,-0.588003
-0.08,0.1,0.16,0.558599,-0.0958733,0.705263,-0.849468,-0.558599
-0.08,0.1,0.17,0.531724,-0.314788,0.321275,-0.684396,-0.531724
-0.07,-0.1,0.1,-0.785398,0.494091,1.75434,-1.30858,0.785398
-0.07,-0.1,0.11,-0.737815,0.453272,1.65066,-1.24572,0.737815
-0.07,-0.1,0.12,-0.694738,0.403526,1.53452,-1.17932,0.694738
-0.07,-0.1,0.13,-0.655696,0.343684,1.404,-1.10865,0.655696
-0.07,-0.1,0.14,-0.620249,0.271759,1.2558,-1.03238,0.620249
-0.07,-0.1,0.15,-0.588003,0.184082,1.08387,-0.948125,0.588003
-0.07,-0.1,0.16,-0.558599,0.0728795,0.87558,-0.851033,0.558599
-0.07,-0.1,0.17,-0.531724,-0.0839984,0.595365,-0.727696,0.531724
-0.07,-0.09,0.1,-0.732815,0.526741,1.84666,-1.36825,0.732815
-0.07,-0.09,0.11,-0.68573,0.490406,1.74454,-1.30247,0.68573
-0.07,-0.09,0.12,-0.643501,0.444988,1.63068,-1.23402,0.643501
-0.07,-0.09,0.13,-0.605545,0.389717,1.50366,-1.16227,0.605545
-0.07,-0.09,0.14,-0.571337,0.323211,1.361,-1.08612,0.571337
-0.07,-0.09,0.15,-0.54042,0.242906,1.19832,-1.00374,0.54042
-0.07,-0.09,0.16,-0.512389,0.143678,1.0071,-0.91175,0.512389
-0.07,-0.09,0.17,-0.486899,0.0133238,0.767535,-0.802543,0.486899
-0.07,-0.09,0.18,-0.463648,-0.196285,0.402711,-0.647329,0.463648
-0.07,-0.08,0.1,-0.674741,0.551808,1.92827,-1.4248,0.674741
-0.07,-0.08,0.11,-0.628796,0.520242,1.82733,-1.35542,0.628796
-0.07,-0.08,0.12,-0.588003,0.479087,1.71506,-1.28431,0.588003
-0.07,-0.08,0.13,-0.551655,0.427952,1.59045,-1.21084,0.551655
-0.07,-0.08,0.14,-0.519146,0.365932,1.4516,-1.134,0.519146
-0.07,-0.08,0.15,-0.489957,0.291202,1.29512,-1.05225,0.489957
-0.07,-0.08,0.16,-0.463648,0.200124,1.11475,-0.962959,0.463648
-0.07,-0.08,0.17,-0.439843,0.0847242,0.897338,-0.860946,0.439843
-0.07,-0.08,0.18,-0.418224,-0.078187,0.605505,-0.732024,0.418224
-0.07,-0.07,0.1,-0.610726,0.569874,1.99951,-1.47797,0.610726
-0.07,-0.07,0.11,-0.566729,0.543464,1.89957,-1.40444,0.566729
-0.07,-0.07,0.12,-0.528074,0.50663,1.7885,-1.3302,0.528074
-0.07,-0.07,0.13,-0.493941,0.459382,1.66559,-1.25454,0.493941
-0.07,-0.07,0.14,-0.463648,0.401249,1.52939,-1.17647,0.463648
-0.07,-0.07,0.15,-0.436627,0.330967,1.37721,-1.09457,0.436627
-0.07,-0.07,0.16,-0.41241,0.245851,1.20414,-1.00662,0.41241
-0.07,-0.07,0.17,-0.390607,0.140177,1.00051,-0.908661,0.390607
-0.07,-0.07,0.18,-0.370891,-0.000539983,0.742689,-0.791562,0.370891
-0.07,-0.07,0.19,-0.35299,-0.244981,0.321001,-0.614314,0.35299
-0.07,-0.06,0.1,-0.54042,0.581646,2.06058,-1.52726,0.54042
-0.07,-0.06,0.11,-0.499347,0.560769,1.96161,-1.44917,0.499347
-0.07,-0.06,0.12,-0.463648,0.528332,1.85149,-1.37149,0.463648
-0.07,-0.06,0.13,-0.432408,0.484795,1.72982,-1.29336,0.432408
-0.07,-0.06,0.14,-0.404892,0.430115,1.5955,-1.21372,0.404892
-0.07,-0.06,0.15,-0.380506,0.3635,1.44635,-1.13118,0.380506
-0.07,-0.06,0.16,-0.358771,0.282942,1.27836,-1.04375,0.358771
-0.07,-0.06,0.17,-0.339293,0.184082,1.08387,-0.948125,0.339293
-0.07,-0.06,0.18,-0.321751,0.0566264,0.845874,-0.83758,0.321751
-0.07,-0.06,0.19,-0.305879,-0.134672,0.50767,-0.690674,0.305879
-0.07,-0.05,0.1,-0.463648,0.588056,2.11162,-1.57189,0.463648
-0.07,-0.05,0.11,-0.426627,0.572944,2.01366,-1.48905,0.426627
-0.07,-0.05,0.12,-0.394791,0.544895,1.90436,-1.4078,0.394791
-0.07,-0.05,0.13,-0.367174,0.504874,1.78363,-1.32709,0.367174
-0.07,-0.05,0.14,-0.343024,0.453272,1.65066,-1.24572,0.343024
-0.07,-0.05,0.15,-0.321751,0.389717,1.50366,-1.16227,0.321751
-0.07,-0.05,0.16,-0.302885,0.31272,1.33924,-1.07485,0.302885
-0.07,-0.05,0.17,-0.286051,0.218825,1.15105,-0.98056,0.286051
-0.07,-0.05,0.18,-0.270947,0.100095,0.925714,-0.873952,0.270947
-0.07,-0.05,0.19,-0.257324,-0.0668493,0.625336,-0.740517,0.257324
-0.07,-0.04,0.1,-0.380506,0.590297,2.15281,-1.61084,0.380506
-0.07,-0.04,0.11,-0.348771,0.58089,2.05591,-1.52335,0.348771
-0.07,-0.04,0.12,-0.321751,0.557036,1.94734,-1.43864,0.321751
-0.07,-0.04,0.13,-0.298499,0.520242,1.82733,-1.35542,0.298499
-0.07,-0.04,0.14,-0.2783,0.471329,1.69533,-1.27233,0.2783
-0.07,-0.04,0.15,-0.260602,0.410302,1.54985,-1.18788,0.260602
-0.07,-0.04,0.16,-0.244979,0.336085,1.38795,-1.1002,0.244979
-0.07,-0.04,0.17,-0.231091,0.245851,1.20414,-1.00662,0.231091
-0.07,-0.04,0.18,-0.218669,0.133107,0.987227,-0.902452,0.218669
-0.07,-0.04,0.19,-0.207496,-0.0197722,0.708405,-0.776509,0.207496
-0.07,-0.04,0.2,-0.197396,-0.330096,0.180728,-0.559157,0.197396
-0.07,-0.03,0.1,-0.291457,0.58978,2.18438,-1.64293,0.291457
-0.07,-0.03,0.11,-0.266252,0.585596,2.0885,-1.55124,0.266252
-0.07,-0.03,0.12,-0.244979,0.565482,1.98059,-1.46344,0.244979
-0.07,-0.03,0.13,-0.226799,0.531474,1.86113,-1.37799,0.226799
-0.07,-0.03,0.14,-0.211093,0.484795,1.72982,-1.29336,0.211093
-0.07,-0.03,0.15,-0.197396,0.425779,1.5854,-1.20795,0.197396
-0.07,-0.03,0.16,-0.185348,0.353672,1.42525,-1.11991,0.185348
-0.07,-0.03,0.17,-0.174672,0.266093,1.24443,-1.02667,0.174672
-0.07,-0.03,0.18,-0.165149,0.157466,1.03314,-0.924011,0.165149
-0.07,-0.03,0.19,-0.156602,0.0133238,0.767535,-0.802543,0.156602
-0.07,-0.03,0.2,-0.14889,-0.234277,0.33887,-0.621479,0.14889
-0.07,-0.02,0.1,-0.197396,0.587998,2.20662,-1.66695,0.197396
-0.07,-0.02,0.11,-0.179853,0.588056,2.11162,-1.57189,0.179853
-0.07,-0.02,0.12,-0.165149,0.570919,2.00423,-1.48165,0.165149
-0.07,-0.02,0.13,-0.152649,0.539078,1.88518,-1.39443,0.152649
-0.07,-0.02,0.14,-0.141897,0.494091,1.75434,-1.30858,0.141897
-0.07,-0.02,0.15,-0.132552,0.436547,1.61061,-1.2224,0.132552
-0.07,-0.02,0.16,-0.124355,0.365932,1.4516,-1.134,0.124355
-0.07,-0.02,0.17,-0.117109,0.280165,1.27274,-1.04091,0.117109
-0.07,-0.02,0.18,-0.110657,0.174244,1.06505,-0.939141,0.110657
-0.07,-0.02,0.19,-0.104877,0.0354916,0.807496,-0.820337,0.104877
-0.07,-0.02,0.2,-0.0996687,-0.187717,0.417201,-0.65325,0.0996687
-0.07,-0.01,0.1,-0.0996687,0.586294,2.21981,-1.68185,0.0996687
-0.07,-0.01,0.11,-0.0906599,0.589133,2.12541,-1.58461,0.0906599
-0.07,-0.01,0.12,-0.0831412,0.573923,2.01837,-1.49278,0.0831412
-0.07,-0.01,0.13,-0.0767719,0.543464,1.89957,-1.40444,0.0767719
-0.07,-0.01,0.14,-0.0713075,0.499534,1.769,-1.3178,0.0713075
-0.07,-0.01,0.15,-0.0665682,0.442892,1.62567,-1.23111,0.0665682
-0.07,-0.01,0.16,-0.0624188,0.37317,1.4673,-1.14247,0.0624188
-0.07,-0.01,0.17,-0.0587558,0.288461,1.28955,-1.04942,0.0587558
-0.07,-0.01,0.18,-0.0554985,0.184082,1.08387,-0.948125,0.0554985
-0.07,-0.01,0.19,-0.0525831,0.0482874,0.830698,-0.830743,0.0525831
-0.07,-0.01,0.2,-0.0499584,-0.163671,0.458047,-0.67005,0.0499584
-0.07,-1.04083e-17,0.1,-1.04083e-16,0.585613,2.22418,-1.6869,1.04083e-16
-0.07,-1.04083e-17,0.11,-9.46213e-17,0.589421,2.13,-1.58891,9.46213e-17
-0.07,-1.04083e-17,0.12,-8.67362e-17,0.574878,2.02308,-1.49653,8.67362e-17
-0.07,-1.04083e-17,0.13,-8.00642e-17,0.544895,1.90436,-1.4078,8.00642e-17
-0.07,-1.04083e-17,0.14,-7.43453e-17,0.501326,1.77388,-1.32089,7.43453e-17
-0.07,-1.04083e-17,0.15,-6.93889e-17,0.444988,1.63068,-1.23402,6.93889e-17
-0.07,-1.04083e-17,0.16,-6.50521e-17,0.375563,1.47252,-1.14529,6.50521e-17
-0.07,-1.04083e-17,0.17,-6.12255e-17,0.291202,1.29512,-1.05225,6.12255e-17
-0.07,-1.04083e-17,0.18,-5.78241e-17,0.187325,1.0901,-0.951105,5.78241e-17
-0.07,-1.04083e-17,0.19,-5.47807e-17,0.0524754,0.838315,-0.834171,5.47807e-17
-0.07,-1.04083e-17,0.2,-5.20417e-17,-0.156129,0.470914,-0.675375,5.20417e-17
-0.07,0.01,0.1,0.0996687,0.586294,2.21981,-1.68185,-0.0996687
-0.07,0.01,0.11,0.0906599,0.589133,2.12541,-1.58461,-0.0906599
-0.07,0.01,0.12,0.0831412,0.573923,2.01837,-1.49278,-0.0831412
-0.07,0.01,0.13,0.0767719,0.543464,1.89957,-1.40444,-0.0767719
-0.07,0.01,0.14,0.0713075,0.499534,1.769,-1.3178,-0.0713075
-0.07,0.01,0.15,0.0665682,0.442892,1.62567,-1.23111,-0.0665682
-0.07,0.01,0.16,0.0624188,0.37317,1.4673,-1.14247,-0.0624188
-0.07,0.01,0.17,0.0587558,0.288461,1.28955,-1.04942,-0.0587558
-0.07,0.01,0.18,0.0554985,0.184082,1.08387,-0.948125,-0.0554985
-0.07,0.01,0.19,0.0525831,0.0482874,0.830698,-0.830743,-0.0525831
-0.07,0.01,0.2,0.0499584,-0.163671,0.458047,-0.67005,-0.0499584
-0.07,0.02,0.1,0.197396,0.587998,2.20662,-1.66695,-0.197396
-0.07,0.02,0.11,0.179853,0.588056,2.11162,-1.57189,-0.179853
-0.07,0.02,0.12,0.165149,0.570919,2.00423,-1.48165,-0.165149
-0.07,0.02,0.13,0.152649,0.539078,1.88518,-1.39443,-0.152649
-0.07,0.02,0.14,0.141897,0.494091,1.75434,-1.30858,-0.141897
-0.07,0.02,0.15,0.132552,0.436547,1.61061,-1.2224,-0.132552
-0.07,0.02,0.16,0.124355,0.365932,1.4516,-1.134,-0.124355
-0.07,0.02,0.17,0.117109,0.280165,1.27274,-1.04091,-0.117109
-0.07,0.02,0.18,0.110657,0.174244,1.06505,-0.939141,-0.110657
-0.07,0.02,0.19,0.104877,0.0354916,0.807496,-0.820337,-0.104877
-0.07,0.02,0.2,0.0996687,-0.187717,0.417201,-0.65325,-0.0996687
-0.07,0.03,0.1,0.291457,0.58978,2.18438,-1.64293,-0.291457
-0.07,0.03,0.11,0.266252,0.585596,2.0885,-1.55124,-0.266252
-0.07,0.03,0.12,0.244979,0.565482,1.98059,-1.46344,-0.244979
-0.07,0.03,0.13,0.226799,0.531474,1.86113,-1.37799,-0.226799
-0.07,0.03,0.14,0.211093,0.484795,1.72982,-1.29336,-0.211093
-0.07,0.03,0.15,0.197396,0.425779,1.5854,-1.20795,-0.197396
-0.07,0.03,0.16,0.185348,0.353672,1.42525,-1.11991,-0.185348
-0.07,0.03,0.17,0.174672,0.266093,1.24443,-1.02667,-0.174672
-0.07,0.03,0.18,0.165149,0.157466,1.03314,-0.924011,-0.165149
-0.07,0.03,0.19,0.156602,0.0133238,0.767535,-0.802543,-0.156602
-0.07,0.03,0.2,0.14889,-0.234277,0.33887,-0.621479,-0.14889
-0.07,0.04,0.1,0.380506,0.590297,2.15281,-1.61084,-0.380506
-0.07,0.04,0.11,0.348771,0.58089,2.05591,-1.52335,-0.348771
-0.07,0.04,0.12,0.321751,0.557036,1.94734,-1.43864,-0.321751
-0.07,0.04,0.13,0.298499,0.520242,1.82733,-1.35542,-0.298499
-0.07,0.04,0.14,0.2783,0.471329,1.69533,-1.27233,-0.2783
-0.07,0.04,0.15,0.260602,0.410302,1.54985,-1.18788,-0.260602
-0.07,0.04,0.16,0.244979,0.336085,1.38795,-1.1002,-0.244979
-0.07,0.04,0.17,0.231091,0.245851,1.20414,-1.00662,-0.231091
-0.07,0.04,0.18,0.218669,0.133107,0.987227,-0.902452,-0.218669
-0.07,0.04,0.19,0.207496,-0.0197722,0.708405,-0.776509,-0.207496
-0.07,0.04,0.2,0.197396,-0.330096,0.180728,-0.559157,-0.197396
-0.07,0.05,0.1,0.463648,0.588056,2.11162,-1.57189,-0.463648
-0.07,0.05,0.11,0.426627,0.572944,2.01366,-1.48905,-0.426627
-0.07,0.05,0.12,0.394791,0.544895,1.90436,-1.4078,-0.394791
-0.07,0.05,0.13,0.367174,0.504874,1.78363,-1.32709,-0.367174
-0.07,0.05,0.14,0.343024,0.453272,1.65066,-1.24572,-0.343024
-0.07,0.05,0.15,0.321751,0.389717,1.50366,-1.16227,-0.321751
-0.07,0.05,0.16,0.302885,0.31272,1.33924,-1.07485,-0.302885
-0.07,0.05,0.17,0.286051,0.218825,1.15105,-0.98056,-0.286051
-0.07,0.05,0.18,0.270947,0.100095,0.925714,-0.873952,-0.270947
-0.07,0.05,0.19,0.257324,-0.0668493,0.625336,-0.740517,-0.257324
-0.07,0.06,0.1,0.54042,0.581646,2.06058,-1.52726,-0.54042
-0.07,0.06,0.11,0.499347,0.560769,1.96161,-1.44917,-0.499347
-0.07,0.06,0.12,0.463648,0.528332,1.85149,-1.37149,-0.463648
-0.07,0.06,0.13,0.432408,0.484795,1.72982,-1.29336,-0.432408
-0.07,0.06,0.14,0.404892,0.430115,1.5955,-1.21372,-0.404892
-0.07,0.06,0.15,0.380506,0.3635,1.44635,-1.13118,-0.380506
-0.07,0.06,0.16,0.358771,0.282942,1.27836,-1.04375,-0.358771
-0.07,0.06,0.17,0.339293,0.184082,1.08387,-0.948125,-0.339293
-0.07,0.06,0.18,0.321751,0.0566264,0.845874,-0.83758,-0.321751
-0.07,0.06,0.19,0.305879,-0.134672,0.50767,-0.690674,-0.305879
-0.07,0.07,0.1,0.610726,0.569874,1.99951,-1.47797,-0.610726
-0.07,0.07,0.11,0.566729,0.543464,1.89957,-1.40444,-0.566729
-0.07,0.07,0.12,0.528074,0.50663,1.7885,-1.3302,-0.528074
-0.07,0.07,0.13,0.493941,0.459382,1.66559,-1.25454,-0.493941
-0.07,0.07,0.14,0.463648,0.401249,1.52939,-1.17647,-0.463648
-0.07,0.07,0.15,0.436627,0.330967,1.37721,-1.09457,-0.436627
-0.07,0.07,0.16,0.41241,0.245851,1.20414,-1.00662,-0.41241
-0.07,0.07,0.17,0.390607,0.140177,1.00051,-0.908661,-0.390607
-0.07,0.07,0.18,0.370891,-0.000539983,0.742689,-0.791562,-0.370891
-0.07,0.07,0.19,0.35299,-0.244981,0.321001,-0.614314,-0.35299
-0.07,0.08,0.1,0.674741,0.551808,1.92827,-1.4248,-0.674741
-0.07,0.08,0.11,0.628796,0.520242,1.82733,-1.35542,-0.628796
-0.07,0.08,0.12,0.588003,0.479087,1.71506,-1.28431,-0.588003
-0.07,0.08,0.13,0.551655,0.427952,1.59045,-1.21084,-0.551655
-0.07,0.08,0.14,0.519146,0.365932,1.4516,-1.134,-0.519146
-0.07,0.08,0.15,0.489957,0.291202,1.29512,-1.05225,-0.489957
-0.07,0.08,0.16,0.463648,0.200124,1.11475,-0.962959,-0.463648
-0.07,0.08,0.17,0.439843,0.0847242,0.897338,-0.860946,-0.439843
-0.07,0.08,0.18,0.418224,-0.078187,0.605505,-0.732024,-0.418224
-0.07,0.09,0.1,0.732815,0.526741,1.84666,-1.36825,-0.732815
-0.07,0.09,0.11,0.68573,0.490406,1.74454,-1.30247,-0.68573
-0.07,0.09,0.12,0.643501,0.444988,1.63068,-1.23402,-0.643501
-0.07,0.09,0.13,0.605545,0.389717,1.50366,-1.16227,-0.605545
-0.07,0.09,0.14,0.571337,0.323211,1.361,-1.08612,-0.571337
-0.07,0.09,0.15,0.54042,0.242906,1.19832,-1.00374,-0.54042
-0.07,0.09,0.16,0.512389,0.143678,1.0071,-0.91175,-0.512389
-0.07,0.09,0.17,0.486899,0.0133238,0.767535,-0.802543,-0.486899
-0.07,0.09,0.18,0.463648,-0.196285,0.402711,-0.647329,-0.463648
-0.07,0.1,0.1,0.785398,0.494091,1.75434,-1.30858,-0.785398
-0.07,0.1,0.11,0.737815,0.453272,1.65066,-1.24572,-0.737815
-0.07,0.1,0.12,0.694738,0.403526,1.53452,-1.17932,-0.694738
-0.07,0.1,0.13,0.655696,0.343684,1.404,-1.10865,-0.655696
-0.07,0.1,0.14,0.620249,0.271759,1.2558,-1.03238,-0.620249
-0.07,0.1,0.15,0.588003,0.184082,1.08387,-0.948125,-0.588003
-0.07,0.1,0.16,0.558599,0.0728795,0.87558,-0.851033,-0.558599
-0.07,0.1,0.17,0.531724,-0.0839984,0.595365,-0.727696,-0.531724
-0.06,-0.1,0.1,-0.785398,0.656066,1.86218,-1.25445,0.785398
-0.06,-0.1,0.11,-0.737815,0.608424,1.75641,-1.19632,0.737815
-0.06,-0.1,0.12,-0.694738,0.552873,1.63935,-1.13481,0.694738
-0.06,-0.1,0.13,-0.655696,0.488538,1.5095,-1.0693,0.655696
-0.06,-0.1,0.14,-0.620249,0.413898,1.36429,-0.998726,0.620249
-0.06,-0.1,0.15,-0.588003,0.326218,1.19916,-0.921279,0.588003
-0.06,-0.1,0.16,-0.558599,0.220141,1.00536,-0.833555,0.558599
-0.06,-0.1,0.17,-0.531724,0.0829685,0.762411,-0.727775,0.531724
-0.06,-0.1,0.18,-0.507099,-0.136576,0.388485,-0.573393,0.507099
-0.06,-0.09,0.1,-0.732815,0.696319,1.95751,-1.30953,0.732815
-0.06,-0.09,0.11,-0.68573,0.651663,1.85214,-1.24881,0.68573
-0.06,-0.09,0.12,-0.643501,0.59901,1.73617,-1.18549,0.643501
-0.06,-0.09,0.13,-0.605545,0.537817,1.60849,-1.119,0.605545
-0.06,-0.09,0.14,-0.571337,0.467023,1.46712,-1.04843,0.571337
-0.06,-0.09,0.15,-0.54042,0.384659,1.30865,-0.972323,0.54042
-0.06,-0.09,0.16,-0.512389,0.286985,1.12681,-0.888152,0.512389
-0.06,-0.09,0.17,-0.486899,0.166037,0.908596,-0.790891,0.486899
-0.06,-0.09,0.18,-0.463648,-0.000813072,0.617669,-0.666814,0.463648
-0.06,-0.08,0.1,-0.674741,0.72952,2.04281,-1.36162,0.674741
-0.06,-0.08,0.11,-0.628796,0.688096,1.93745,-1.29769,0.628796
-0.06,-0.08,0.12,-0.588003,0.63828,1.82197,-1.23202,0.588003
-0.06,-0.08,0.13,-0.551655,0.579869,1.69555,-1.16401,0.551655
-0.06,-0.08,0.14,-0.519146,0.51219,1.55665,-1.09279,0.519146
-0.06,-0.08,0.15,-0.489957,0.43382,1.40258,-1.01709,0.489957
-0.06,-0.08,0.16,-0.463648,0.342001,1.22852,-0.934854,0.463648
-0.06,-0.08,0.17,-0.439843,0.231145,1.02521,-0.842394,0.439843
-0.06,-0.08,0.18,-0.418224,0.0877033,0.77067,-0.731299,0.418224
-0.06,-0.08,0.19,-0.398522,-0.146013,0.372794,-0.567139,0.398522
-0.06,-0.07,0.1,-0.610726,0.755963,2.1182,-1.41057,0.610726
-0.06,-0.07,0.11,-0.566729,0.718149,2.01269,-1.34288,0.566729
-0.06,-0.07,0.12,-0.528074,0.671238,1.89732,-1.27442,0.528074
-0.06,-0.07,0.13,-0.493941,0.615415,1.77157,-1.20448,0.493941
-0.06,-0.07,0.14,-0.463648,0.55038,1.63422,-1.13217,0.463648
-0.06,-0.07,0.15,-0.436627,0.475147,1.48307,-1.05626,0.436627
-0.06,-0.07,0.16,-0.41241,0.387626,1.31427,-0.974975,0.41241
-0.06,-0.07,0.17,-0.390607,0.283621,1.12064,-0.885351,0.390607
-0.06,-0.07,0.18,-0.370891,0.153763,0.886818,-0.781388,0.370891
-0.06,-0.07,0.19,-0.35299,-0.0311916,0.565821,-0.645345,0.35299
-0.06,-0.06,0.1,-0.54042,0.776019,2.18365,-1.45596,0.54042
-0.06,-0.06,0.11,-0.499347,0.742241,2.07797,-1.38407,0.499347
-0.06,-0.06,0.12,-0.463648,0.698352,1.96253,-1.31251,0.463648
-0.06,-0.06,0.13,-0.432408,0.645004,1.83706,-1.24039,0.432408
-0.06,-0.06,0.14,-0.404892,0.582284,1.70064,-1.16668,0.404892
-0.06,-0.06,0.15,-0.380506,0.50959,1.55144,-1.09018,0.380506
-0.06,-0.06,0.16,-0.358771,0.425334,1.38623,-1.00923,0.358771
-0.06,-0.06,0.17,-0.339293,0.326218,1.19916,-0.921279,0.339293
-0.06,-0.06,0.18,-0.321751,0.205168,0.978454,-0.821618,0.321751
-0.06,-0.06,0.19,-0.305879,0.0431824,0.693351,-0.698501,0.305879
-0.06,-0.06,0.2,-0.291457,-0.317079,0.0937254,-0.459136,0.291457
-0.06,-0.05,0.1,-0.463648,0.790244,2.23904,-1.49713,0.463648
-0.06,-0.05,0.11,-0.426627,0.760857,2.1333,-1.42077,0.426627
-0.06,-0.05,0.12,-0.394791,0.720072,2.01771,-1.34597,0.394791
-0.06,-0.05,0.13,-0.367174,0.669094,1.89231,-1.27154,0.367174
-0.06,-0.05,0.14,-0.343024,0.608424,1.75641,-1.19632,0.343024
-0.06,-0.05,0.15,-0.321751,0.537817,1.60849,-1.119,0.321751
-0.06,-0.05,0.16,-0.302885,0.456083,1.44575,-1.038,0.302885
-0.06,-0.05,0.17,-0.286051,0.360547,1.26321,-0.950999,0.286051
-0.06,-0.05,0.18,-0.270947,0.245535,1.05124,-0.854039,0.270947
-0.06,-0.05,0.19,-0.257324,0.0970326,0.786968,-0.738268,0.257324
-0.06,-0.05,0.2,-0.244979,-0.146013,0.372794,-0.567139,0.244979
-0.06,-0.04,0.1,-0.380506,0.799447,2.28429,-1.53317,0.380506
-0.06,-0.04,0.11,-0.348771,0.77459,2.17861,-1.45236,0.348771
-0.06,-0.04,0.12,-0.321751,0.736865,2.0629,-1.37437,0.321751
-0.06,-0.04,0.13,-0.298499,0.688096,1.93745,-1.29769,0.298499
-0.06,-0.04,0.14,-0.2783,0.629216,1.80183,-1.22094,0.2783
-0.06,-0.04,0.15,-0.260602,0.560314,1.65472,-1.14274,0.260602
-0.06,-0.04,0.16,-0.244979,0.480526,1.49367,-1.06147,0.244979
-0.06,-0.04,0.17,-0.231091,0.387626,1.31427,-0.974975,0.231091
-0.06,-0.04,0.18,-0.218669,0.276847,1.10824,-0.879728,0.218669
-0.06,-0.04,0.19,-0.207496,0.136957,0.857104,-0.768479,0.207496
-0.06,-0.04,0.2,-0.197396,-0.0717221,0.497157,-0.617212,0.197396
-0.06,-0.03,0.1,-0.291457,0.804692,2.31934,-1.56298,0.291457
-0.06,-0.03,0.11,-0.266252,0.784138,2.21387,-1.47806,0.266252
-0.06,-0.03,0.12,-0.244979,0.749219,2.09808,-1.3972,0.244979
-0.06,-0.03,0.13,-0.226799,0.70239,1.97256,-1.3185,0.226799
-0.06,-0.03,0.14,-0.211093,0.645004,1.83706,-1.24039,0.211093
-0.06,-0.03,0.15,-0.197396,0.577447,1.69046,-1.16134,0.197396
-0.06,-0.03,0.16,-0.185348,0.499121,1.53052,-1.07973,0.185348
-0.06,-0.03,0.17,-0.174672,0.408125,1.35326,-0.993464,0.174672
-0.06,-0.03,0.18,-0.165149,0.300288,1.15125,-0.89929,0.165149
-0.06,-0.03,0.19,-0.156602,0.166037,0.908596,-0.790891,0.156602
-0.06,-0.03,0.2,-0.14889,-0.0249015,0.576529,-0.649763,0.14889
-0.06,-0.02,0.1,-0.197396,0.807198,2.34425,-1.58538,0.197396
-0.06,-0.02,0.11,-0.179853,0.790244,2.23904,-1.49713,0.179853
-0.06,-0.02,0.12,-0.165149,0.75761,2.12323,-1.41395,0.165149
-0.06,-0.02,0.13,-0.152649,0.712316,1.99764,-1.33366,0.152649
